chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
chr17	28604709	28604808	1406919:Retroposon:SVA_D	0	-	28604709	28604808	0	1	100	0	1.19860125806487	0.109424657883193
chr17	28658360	28658409	1406958:Retroposon:SVA_A	0	-	28658360	28658409	0	1	50	0	2.11750109621885	0.153850225465156
chr17	28658760	28658809	1406958:Retroposon:SVA_A	0	-	28658760	28658809	0	1	50	0	-1.10084692968476	0.47731759590482
chr17	46316986	46317035	1423079:Retroposon:SVA_C	0	-	46316986	46317035	0	1	50	0	0.436427333712131	0.860630473148715
chr17	46534606	46534655	1423304:Retroposon:SVA_C	0	-	46534606	46534655	0	1	50	0	2.39789527279837	0.384066649763126
chr17	69196385	69196434	1441967:Retroposon:SVA_B	0	-	69196385	69196434	0	1	50	0	2.57261223020711	0.199174769164759
chr17	82453369	82453418	1451465:Retroposon:SVA_A	0	-	82453369	82453418	0	1	50	0	-1.66350513370438	0.516441667961598
chr17	82453669	82453768	1451465:Retroposon:SVA_A	0	-	82453669	82453768	0	1	100	0	-1.1289594450574	0.825907325480722
chr17	1636292	1636341	1453467:Retroposon:SVA_A	0	+	1636292	1636341	0	1	50	0	-0.470003620806811	0.745439468205143
chr17	8550924	8550973	1459712:Retroposon:SVA_D	0	+	8550924	8550973	0	1	50	0	21.4815557019334	4.94849357279836e-06
chr17	16145132	16145181	1465575:Retroposon:SVA_B	0	+	16145132	16145181	0	1	50	0	4.91998092581876	9.31696214623301e-08
chr17	19950631	19950680	1469030:Retroposon:SVA_B	0	+	19950631	19950680	0	1	50	0	-5.54126354515842	0.130665946476493
chr17	19950881	19950980	1469030:Retroposon:SVA_B	0	+	19950881	19950980	0	1	100	0	1.89711998488588	0.465292556561781
chr17	20557327	20557376	1469455:Retroposon:SVA_B	0	+	20557327	20557376	0	1	50	0	1.09861228917849	0.409123255361004
chr17	22740933	22741032	1470827:Retroposon:SVA_D	0	+	22740933	22741032	0	1	100	0	-2.99573227361	0.161014743776602
chr17	30522922	30522971	1473880:Retroposon:SVA_D	0	+	30522922	30522971	0	1	50	0	1.94193399280041	0.265861221508712
chr17	30523022	30523121	1473880:Retroposon:SVA_D	0	+	30523022	30523121	0	1	100	0	-1.67687919312146	0.346339351054923
chr17	30523672	30523771	1473880:Retroposon:SVA_D	0	+	30523672	30523771	0	1	100	0	4.27666611901605	0.0119328944027834
chr17	30524072	30524121	1473880:Retroposon:SVA_D	0	+	30524072	30524121	0	1	50	0	-3.120895416508	0.245624417399758
chr17	32178294	32178343	1475460:Retroposon:SVA_A	0	+	32178294	32178343	0	1	50	0	0.386921530395051	0.597160094155503
chr17	43453159	43453208	1485163:Retroposon:SVA_E	0	+	43453159	43453208	0	1	50	0	-0.51082562376599	0.481442688958819
chr17	65484434	65484483	1503687:Retroposon:SVA_D	0	+	65484434	65484483	0	1	50	0	1.38629436111052	0.143850563544193
chr17	65484784	65484833	1503687:Retroposon:SVA_D	0	+	65484784	65484833	0	1	50	0	1.38629436111052	0.143850563544193
chr17	65938082	65938164	1504033:Retroposon:SVA_D	0	+	65938082	65938164	0	1	83	0	-2.63905732961526	0.298261194380941
chr17	77775688	77775737	1513595:Retroposon:SVA_D	0	+	77775688	77775737	0	1	50	0	4.11087386417331	0.0070466448001173
chr18	7203678	7203727	1521922:Retroposon:SVA_B	0	-	7203678	7203727	0	1	50	0	-2.82928562836237e-10	1
chr18	14010393	14010442	1526603:Retroposon:SVA_D	0	-	14010393	14010442	0	1	50	0	1.85629798925356	0.249325549111616
chr18	67126472	67126521	1557759:Retroposon:SVA_D	0	-	67126472	67126521	0	1	50	0	-0.191055229699403	0.911496955276096
chr18	77029227	77029276	1563066:Retroposon:SVA_D	0	-	77029227	77029276	0	1	50	0	1.46633706879306	0.0185679608906166
chr18	14225137	14225186	1574135:Retroposon:SVA_A	0	+	14225137	14225186	0	1	50	0	-1.40594135850369	0.616517136528706
chr18	49799686	49799735	1593933:Retroposon:SVA_D	0	+	49799686	49799735	0	1	50	0	-3.5835189389794	0.0666228213591254
chr19	9483341	9483390	1621129:Retroposon:SVA_B	0	+	9483341	9483390	0	1	50	0	-2.61352402761046	0.000557226744243522
chr19	9483791	9483840	1621129:Retroposon:SVA_B	0	+	9483791	9483840	0	1	50	0	-3.61091791263486	0.0165631835586201
chr19	9680481	9680530	1621343:Retroposon:SVA_B	0	+	9680481	9680530	0	1	50	0	0.762140049588878	0.418634551575474
chr19	12467136	12467185	1624346:Retroposon:SVA_D	0	+	12467136	12467185	0	1	50	0	-2.39789527280036	0.0496370109519637
chr19	19769916	19769965	1632117:Retroposon:SVA_B	0	+	19769916	19769965	0	1	50	0	-3.58351893845611	0.175557173756374
chr19	22105116	22105165	1633647:Retroposon:SVA_B	0	+	22105116	22105165	0	1	50	0	-4.04305126783455	0.161117517344901
chr19	23419220	23419269	1634390:Retroposon:SVA_C	0	+	23419220	23419269	0	1	50	0	0.693147180711604	0.561568512568148
chr19	23964085	23964134	1634702:Retroposon:SVA_A	0	+	23964085	23964134	0	1	50	0	-2.72457950305342	9.0016838448892e-05
chr19	36490489	36490538	1641510:Retroposon:SVA_B	0	+	36490489	36490538	0	1	50	0	-1.54044504119643	0.209449947737147
chr19	36490639	36490688	1641510:Retroposon:SVA_B	0	+	36490639	36490688	0	1	50	0	2.30258509911249	0.0125062499918006
chr19	36490789	36490838	1641510:Retroposon:SVA_B	0	+	36490789	36490838	0	1	50	0	2.87638550921049	0.0915159087312755
chr19	36491739	36491788	1641510:Retroposon:SVA_B	0	+	36491739	36491788	0	1	50	0	1.14513230427351	0.0241673296277644
chr19	41181769	41181818	1646196:Retroposon:SVA_F	0	+	41181769	41181818	0	1	50	0	0.223143552087724	0.902085237564716
chr19	11677095	11677144	1674440:Retroposon:SVA_B	0	-	11677095	11677144	0	1	50	0	-0.62860866145474	0.772790138060883
chr19	20953034	20953083	1683731:Retroposon:SVA_C	0	-	20953034	20953083	0	1	50	0	-3.04452243779564	0.0754158797938799
chr19	21259579	21259628	1683957:Retroposon:SVA_A	0	-	21259579	21259628	0	1	50	0	-20.1743872698943	0.157441302828861
chr19	21511707	21511756	1684160:Retroposon:SVA_D	0	-	21511707	21511756	0	1	50	0	-3.83586164446258	0.208226072538718
chr19	22700835	22700884	1684849:Retroposon:SVA_D	0	-	22700835	22700884	0	1	50	0	-0.510825625259385	0.600994969149695
chr19	23290697	23290746	1685231:Retroposon:SVA_B	0	-	23290697	23290746	0	1	50	0	-0.497272657367587	0.174567401073322
chr19	34922595	34922644	1690824:Retroposon:SVA_B	0	-	34922595	34922644	0	1	50	0	-5.39816270150839	5.52911373749021e-05
chr19	38798270	38798319	1694475:Retroposon:SVA_D	0	-	38798270	38798319	0	1	50	0	-4.0943445622221	0.197834169079173
chr19	52593156	52593205	1708496:Retroposon:SVA_D	0	-	52593156	52593205	0	1	50	0	4.12713438504509	0.00685510559236479
chr19	52720155	52720204	1708574:Retroposon:SVA_B	0	-	52720155	52720204	0	1	50	0	0.71868048256511	0.780527484258007
chr19	54214458	54214507	1710123:Retroposon:SVA_D	0	-	54214458	54214507	0	1	50	0	-1.70474809624717	0.235754702679042
chr2	25910030	25910079	1730609:Retroposon:SVA_E	0	-	25910030	25910079	0	1	50	0	2.01490302039518	0.0147761029216211
chr2	27594770	27594819	1732133:Retroposon:SVA_A	0	-	27594770	27594819	0	1	50	0	3.61091791264422	0.016145060850741
chr2	33761839	33761888	1737020:Retroposon:SVA_C	0	-	33761839	33761888	0	1	50	0	-0.405465107947139	0.655619382616321
chr2	37933044	37933093	1739632:Retroposon:SVA_C	0	-	37933044	37933093	0	1	50	0	6.64120460551553e-22	1
chr2	39628759	39628808	1741018:Retroposon:SVA_D	0	-	39628759	39628808	0	1	50	0	-2.42774823588324	0.15225480592629
chr2	42621708	42621757	1742999:Retroposon:SVA_C	0	-	42621708	42621757	0	1	50	0	0.405465107118023	0.547032433005629
chr2	42621858	42621907	1742999:Retroposon:SVA_C	0	-	42621858	42621907	0	1	50	0	3.09104245978155	0.0365640906357306
chr2	71543509	71543558	1763236:Retroposon:SVA_C	0	-	71543509	71543558	0	1	50	0	1.09861228865874	0.308614648814082
chr2	98988660	98988709	1778783:Retroposon:SVA_C	0	-	98988660	98988709	0	1	50	0	1.38629436210067	0.329465065751179
chr2	110063959	110064008	1785976:Retroposon:SVA_F	0	-	110063959	110064008	0	1	50	0	-1.16315080980568	0.638799314714854
chr2	125277295	125277344	1796344:Retroposon:SVA_B	0	-	125277295	125277344	0	1	50	0	1.47590652472557	0.509671751173402
chr2	134968245	134968294	1802496:Retroposon:SVA_D	0	-	134968245	134968294	0	1	50	0	5.62762111369063	0.000476117475343041
chr2	156451839	156451888	1815218:Retroposon:SVA_E	0	-	156451839	156451888	0	1	50	0	0.773189886244776	0.360165811402346
chr2	169575006	169575055	1822879:Retroposon:SVA_D	0	-	169575006	169575055	0	1	50	0	-4.68213123063577	0.0545572726266784
chr2	172700244	172700293	1825474:Retroposon:SVA_B	0	-	172700244	172700293	0	1	50	0	0.230241588213251	0.602162522291176
chr1	20816918	20816967	184382:Retroposon:SVA_E	0	+	20816918	20816967	0	1	50	0	-2.88106936523475	0.0178472731000025
chr2	206357719	206357768	1846480:Retroposon:SVA_D	0	-	206357719	206357768	0	1	50	0	1.98870526903465e-09	1
chr2	214834440	214834489	1851595:Retroposon:SVA_D	0	-	214834440	214834489	0	1	50	0	21.6473088322941	3.74269187752851e-06
chr2	239449327	239449376	1869090:Retroposon:SVA_D	0	-	239449327	239449376	0	1	50	0	-2.85671060739735e-16	1
chr1	23503689	23503738	187176:Retroposon:SVA_D	0	+	23503689	23503738	0	1	50	0	-3.98898404656427	0.162642631013196
chr2	25633385	25633434	1887480:Retroposon:SVA_E	0	+	25633385	25633434	0	1	50	0	-0.57206924900671	0.700429719853024
chr2	25633635	25633684	1887480:Retroposon:SVA_E	0	+	25633635	25633684	0	1	50	0	-0.287682072451823	0.522123844170309
chr2	27359228	27359277	1889093:Retroposon:SVA_F	0	+	27359228	27359277	0	1	50	0	0.0327898228229886	0.840270044845344
chr2	43298482	43298531	1900668:Retroposon:SVA_F	0	+	43298482	43298531	0	1	50	0	-2.8109075811908	0.0640541670458054
chr1	26595947	26595996	190494:Retroposon:SVA_D	0	+	26595947	26595996	0	1	50	0	0.634829010138858	0.700109545127411
chr2	54699503	54699552	1908518:Retroposon:SVA_C	0	+	54699503	54699552	0	1	50	0	2.48490665410051	0.0883805762722737
chr2	65339320	65339369	1916056:Retroposon:SVA_D	0	+	65339320	65339369	0	1	50	0	0.405465107118022	0.530064182410845
chr2	74123806	74123855	1922261:Retroposon:SVA_B	0	+	74123806	74123855	0	1	50	0	-5.33753807970132	0.133790279584625
chr2	74124406	74124455	1922261:Retroposon:SVA_B	0	+	74124406	74124455	0	1	50	0	-0.999239814854905	0.713182010609028
chr2	110307495	110307544	1943261:Retroposon:SVA_B	0	+	110307495	110307544	0	1	50	0	-1.16315080980568	0.638799314714854
chr2	152160069	152160118	1969678:Retroposon:SVA_E	0	+	152160069	152160118	0	1	50	0	1.02961942056427	0.586918822557131
chr2	156294102	156294151	1971872:Retroposon:SVA_F	0	+	156294102	156294151	0	1	50	0	22.3198649299667	3.23898581855442e-06
chr2	160448293	160448342	1974586:Retroposon:SVA_B	0	+	160448293	160448342	0	1	50	0	-19.8669332844639	0.156661254479226
chr2	160449293	160449342	1974586:Retroposon:SVA_B	0	+	160449293	160449342	0	1	50	0	-2.07944154167047	0.0209142931538755
chr2	169505434	169505483	1979729:Retroposon:SVA_C	0	+	169505434	169505483	0	1	50	0	-0.693147180711603	0.436031876568612
chr2	171775308	171775357	1981502:Retroposon:SVA_B	0	+	171775308	171775357	0	1	50	0	1.79175947120739	0.214928347684519
chr2	192894055	192894104	1994304:Retroposon:SVA_B	0	+	192894055	192894104	0	1	50	0	0.847297860386767	0.0810541683862618
chr2	203207134	203207183	2001386:Retroposon:SVA_D	0	+	203207134	203207183	0	1	50	0	-3.59181774254547	0.00168214971332958
chr2	218845904	218845953	2011448:Retroposon:SVA_C	0	+	218845904	218845953	0	1	50	0	2.70805020621561	0.0644944498604477
chr2	221891646	221891745	2013559:Retroposon:SVA_D	0	+	221891646	221891745	0	1	100	0	2.07944154167984	0.754162677169417
chr20	2825700	2825749	2029531:Retroposon:SVA_E	0	+	2825700	2825749	0	1	50	0	1.38629436111052	0.143850563544193
chr20	5701480	5701529	2032051:Retroposon:SVA_D	0	+	5701480	5701529	0	1	50	0	0.510825620468297	0.562728726754423
chr1	39808064	39808113	203424:Retroposon:SVA_B	0	+	39808064	39808113	0	1	50	0	-0.693147181389062	0.610642798255842
chr1	39808414	39808463	203424:Retroposon:SVA_B	0	+	39808414	39808463	0	1	50	0	-4.39906810052873	0.222193840133988
chr20	25561526	25561575	2044785:Retroposon:SVA_D	0	+	25561526	25561575	0	1	50	0	0.476386334416509	0.0545161878201652
chr20	32723520	32723569	2047613:Retroposon:SVA_F	0	+	32723520	32723569	0	1	50	0	1.73460106095146	0.245152441536865
chr20	37013116	37013165	2052186:Retroposon:SVA_D	0	+	37013116	37013165	0	1	50	0	1.09861228850708	0.0847440000603883
chr20	37150716	37150765	2052361:Retroposon:SVA_B	0	+	37150716	37150765	0	1	50	0	-1.60943791242473	0.113182545685405
chr20	37150916	37150965	2052361:Retroposon:SVA_B	0	+	37150916	37150965	0	1	50	0	-0.875468737356859	0.305722229148137
chr20	38378390	38378439	2053506:Retroposon:SVA_D	0	+	38378390	38378439	0	1	50	0	-0.239479970633904	0.872759712214649
chr20	44974534	44974583	2059293:Retroposon:SVA_A	0	+	44974534	44974583	0	1	50	0	-2.96855469192598	0.391568141508403
chr20	44974684	44974733	2059293:Retroposon:SVA_A	0	+	44974684	44974733	0	1	50	0	-4.89783979995091	0.141451186597474
chr20	44974834	44974883	2059293:Retroposon:SVA_A	0	+	44974834	44974883	0	1	50	0	-3.80146381486108	0.152510127819956
chr20	49921474	49921523	2064338:Retroposon:SVA_D	0	+	49921474	49921523	0	1	50	0	-2.90220621554317	0.337850169418125
chr20	49921924	49921973	2064338:Retroposon:SVA_D	0	+	49921924	49921973	0	1	50	0	-0.310154928303839	0.897650722288041
chr20	10395140	10395189	2083366:Retroposon:SVA_C	0	-	10395140	10395189	0	1	50	0	-1.98870401479415e-09	1
chr20	10395540	10395589	2083366:Retroposon:SVA_C	0	-	10395540	10395589	0	1	50	0	-0.49783842823918	0.832183209004262
chr20	36975832	36975881	2101788:Retroposon:SVA_D	0	-	36975832	36975881	0	1	50	0	1.6916760088269	0.305858803283937
chr20	37550599	37550698	2102403:Retroposon:SVA_B	0	-	37550599	37550698	0	1	100	0	-0.823508998445481	0.696648687929889
chr20	43607026	43607075	2107541:Retroposon:SVA_D	0	-	43607026	43607075	0	1	50	0	0.788457360364271	0.744240175580012
chr20	61654009	61654058	2123912:Retroposon:SVA_D	0	-	61654009	61654058	0	1	50	0	-0.251314428280897	0.623206684326782
chr21	9593996	9594045	2126832:Retroposon:SVA_D	0	-	9593996	9594045	0	1	50	0	1.29928298813901	0.322697351183728
chr1	52181356	52181405	214295:Retroposon:SVA_D	0	+	52181356	52181405	0	1	50	0	-2.07944154167047	0.0209142931538755
chr21	35898188	35898237	2164912:Retroposon:SVA_E	0	+	35898188	35898237	0	1	50	0	-2.21557371600442	0.407431504984579
chr21	43822257	43822306	2170321:Retroposon:SVA_B	0	+	43822257	43822306	0	1	50	0	1.09861228865874	0.308614648814082
chr22	28554053	28554134	2182828:Retroposon:SVA_D	0	+	28554053	28554134	0	1	82	0	2.39789527279837	0.412164044807595
chr22	29552916	29552965	2183851:Retroposon:SVA_C	0	+	29552916	29552965	0	1	50	0	-2.52572865098576	0.266171963698704
chr22	36291615	36291664	2190207:Retroposon:SVA_D	0	+	36291615	36291664	0	1	50	0	1.38629436111052	0.143850563544193
chr22	37787154	37787203	2191760:Retroposon:SVA_D	0	+	37787154	37787203	0	1	50	0	2.12823170514022	0.215864628344541
chr22	25277520	25277619	2210277:Retroposon:SVA_D	0	-	25277520	25277619	0	1	100	0	4.60766706618668	0.482099296340169
chr22	31184668	31184717	2215901:Retroposon:SVA_B	0	-	31184668	31184717	0	1	50	0	-1.85969860040937	0.116017184247529
chr3	6129582	6129631	2237018:Retroposon:SVA_D	0	-	6129582	6129631	0	1	50	0	1.38629436111052	0.143850563544193
chr3	14945090	14945439	2244425:Retroposon:SVA_A	0	-	14945090	14945439	0	1	350	0	0.735093041285996	0.152604598519221
chr3	14945490	14945739	2244425:Retroposon:SVA_A	0	-	14945490	14945739	0	1	250	0	6.109247582755	1.55884024302501e-06
chr3	15996573	15996622	2245304:Retroposon:SVA_B	0	-	15996573	15996622	0	1	50	0	-2.30258509665292	0.244385309476705
chr3	47309181	47309230	2266797:Retroposon:SVA_C	0	-	47309181	47309230	0	1	50	0	-3.66867674679642	0.237852415635526
chr3	56584633	56584682	2273811:Retroposon:SVA_C	0	-	56584633	56584682	0	1	50	0	9.90142266023376e-10	1
chr3	103531304	103531353	2301521:Retroposon:SVA_D	0	-	103531304	103531353	0	1	50	0	-3.99820070167446	0.000860999356805059
chr3	121312763	121312812	2312137:Retroposon:SVA_D	0	-	121312763	121312812	0	1	50	0	-0.500775281824626	0.735849196685989
chr3	129339120	129339169	2318134:Retroposon:SVA_D	0	-	129339120	129339169	0	1	50	0	2.39789527679775	0.0995936585355973
chr3	129361790	129361839	2318156:Retroposon:SVA_E	0	-	129361790	129361839	0	1	50	0	0.0725706928348324	0.87260150443345
chr3	143085805	143085854	2328050:Retroposon:SVA_D	0	-	143085805	143085854	0	1	50	0	-0.798507696217771	0.757145247079497
chr3	149445307	149445356	2331620:Retroposon:SVA_C	0	-	149445307	149445356	0	1	50	0	-20.6888794541139	0.0299188934031809
chr3	179290480	179290529	2350541:Retroposon:SVA_D	0	-	179290480	179290529	0	1	50	0	20.9861648603138	2.29546328467389e-06
chr3	181926234	181926283	2352489:Retroposon:SVA_B	0	-	181926234	181926283	0	1	50	0	3.10608033072285	0.246566782344822
chr3	186435576	186435625	2356144:Retroposon:SVA_B	0	-	186435576	186435625	0	1	50	0	-1.62510402917851	0.0374608927517637
chr3	197602018	197602067	2364456:Retroposon:SVA_D	0	-	197602018	197602067	0	1	50	0	1.61990921230139	0.527293073863286
chr3	197731149	197731198	2364533:Retroposon:SVA_D	0	-	197731149	197731198	0	1	50	0	5.03695260240426	7.89596594774623e-08
chr3	41841603	41841652	2394541:Retroposon:SVA_A	0	+	41841603	41841652	0	1	50	0	-4.27666611901606	0.15495631470112
chr3	75288732	75288781	2419830:Retroposon:SVA_D	0	+	75288732	75288781	0	1	50	0	0.693147180559946	0.329373189513133
chr3	122746676	122746725	2445116:Retroposon:SVA_D	0	+	122746676	122746725	0	1	50	0	4.21950770517611	0.00585703314401587
chr3	186873686	186873735	2488108:Retroposon:SVA_D	0	+	186873686	186873735	0	1	50	0	-1.38629436210067	0.353079968112576
chr3	196244705	196244754	2495144:Retroposon:SVA_C	0	+	196244705	196244754	0	1	50	0	2.53897387105827	0.290131699595799
chr3	196385833	196385882	2495305:Retroposon:SVA_B	0	+	196385833	196385882	0	1	50	0	-3.09104245978156	0.195691750500207
chr3	196385983	196386032	2495305:Retroposon:SVA_B	0	+	196385983	196386032	0	1	50	0	3.71357206670431	0.0136610318738375
chr3	196973652	196973701	2495891:Retroposon:SVA_D	0	+	196973652	196973701	0	1	50	0	-0.441832752279041	0.778019703410785
chr3	196974002	196974051	2495891:Retroposon:SVA_D	0	+	196974002	196974051	0	1	50	0	-3.78418963391826	0.168822781874493
chr4	6837476	6837525	2501858:Retroposon:SVA_B	0	-	6837476	6837525	0	1	50	0	-1.62428047547865	0.34101469933413
chr4	7602705	7602754	2502469:Retroposon:SVA_B	0	-	7602705	7602754	0	1	50	0	-1.2427034310761	0.479405443512269
chr4	28515132	28515181	2517091:Retroposon:SVA_D	0	-	28515132	28515181	0	1	50	0	6.65415481747402e-17	0.99999996637168
chr4	53256400	53256449	2531559:Retroposon:SVA_D	0	-	53256400	53256449	0	1	50	0	-2.1972245830973	0.180912513073783
chr1	109053067	109053116	254078:Retroposon:SVA_B	0	+	109053067	109053116	0	1	50	0	-2.39789527273717	0.12729126751777
chr1	109053867	109053916	254078:Retroposon:SVA_B	0	+	109053867	109053916	0	1	50	0	-1.60943791227308	0.102792987210287
chr1	109074262	109074311	254116:Retroposon:SVA_B	0	+	109074262	109074311	0	1	50	0	0.287682073441923	0.740823222413705
chr4	77984410	77984459	2546448:Retroposon:SVA_D	0	-	77984410	77984459	0	1	50	0	3.0122615755052	0.252757950521508
chr1	113940328	113941267	257789:Retroposon:SVA_A	0	+	113940328	113941267	0	1	940	0	3.73369346791503	0.173236924490437
chr4	151526993	151527042	2590111:Retroposon:SVA_D	0	-	151526993	151527042	0	1	50	0	1.38629436783083	0.362333758316608
chr4	152866364	152866413	2590988:Retroposon:SVA_E	0	-	152866364	152866413	0	1	50	0	0.405465108466886	0.62437920611754
chr4	165020481	165020530	2598107:Retroposon:SVA_E	0	-	165020481	165020530	0	1	50	0	1.38629436111052	0.143850563544193
chr1	143637097	143637146	263563:Retroposon:SVA_D	0	+	143637097	143637146	0	1	50	0	2.0794415445652	0.151441468810839
chr1	143703605	143703654	263611:Retroposon:SVA_D	0	+	143703605	143703654	0	1	50	0	-1.79175946921869	0.105906012321233
chr4	41048747	41048796	2641873:Retroposon:SVA_C	0	+	41048747	41048796	0	1	50	0	-3.25809654497136	0.188202246176645
chr4	44181707	44181756	2643972:Retroposon:SVA_C	0	+	44181707	44181756	0	1	50	0	5.53733426701855	0.000561977227281574
chr4	44181807	44181856	2643972:Retroposon:SVA_C	0	+	44181807	44181856	0	1	50	0	0.479573080261886	0.418040388540599
chr4	48186920	48186969	2646456:Retroposon:SVA_B	0	+	48186920	48186969	0	1	50	0	4.03424064167636	0.00013422284724296
chr4	48292881	48292930	2646571:Retroposon:SVA_C	0	+	48292881	48292930	0	1	50	0	-1.14809234593148	0.663872144071595
chr4	52992487	52992536	2648412:Retroposon:SVA_B	0	+	52992487	52992536	0	1	50	0	0.847297860396169	0.340386005128284
chr1	147061712	147061761	265908:Retroposon:SVA_B	0	+	147061712	147061761	0	1	50	0	-2.06074939982579	0.212481246715977
