chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
chr19	38917224	38917273	1694600:SINE:AluJb	0	-	38917224	38917273	0	1	50	0	5.37989735354046	0.00074945686309047
chr19	43661548	43661597	1698949:SINE:AluSx	0	-	43661548	43661597	0	1	50	0	4.89783979978988	4.07108004418788e-07
chr19	45748241	45748290	1701217:SINE:AluY	0	-	45748241	45748290	0	1	50	0	3.92197333628132	0.00319289183582694
chr19	52259982	52260031	1708138:SINE:AluJb	0	-	52259982	52260031	0	1	50	0	-2.40254644397411	0.00025912305708109
chr19	52595389	52595438	1708499:SINE:AluY	0	-	52595389	52595438	0	1	50	0	3.34990408711358	7.37862120041565e-05
chr2	51664538	51664587	1749576:SINE:AluSx	0	-	51664538	51664587	0	1	50	0	-1.89711998488551	0.0031171796101942
chr1	16962316	16962365	180565:SINE:AluY	0	+	16962316	16962365	0	1	50	0	4.54329478227001	0.00334599989668349
chr1	17351009	17351058	180957:SINE:AluJb	0	+	17351009	17351058	0	1	50	0	4.06044301040054	0.00119537042668316
chr1	17351159	17351214	180957:SINE:AluJb	0	+	17351159	17351214	0	1	56	0	4.11087386581403	0.00054277692233029
chr1	19259083	19259132	182796:SINE:AluY	0	+	19259083	19259132	0	1	50	0	0.545256566854569	0.00122338660710253
chr2	219373530	219373579	1855078:SINE:AluSx	0	-	219373530	219373579	0	1	50	0	5.21493575760898	0.00101138834784842
chr2	238062569	238062618	1868365:SINE:AluSx	0	-	238062569	238062618	0	1	50	0	4.15103990585207	3.23858511368513e-05
chr2	41366236	41366285	1899130:SINE:AluSx	0	+	41366236	41366285	0	1	50	0	4.55912624748669	0.00101498907123299
chr2	142448468	142448528	1964087:SINE:AluSx	0	+	142448468	142448528	0	1	61	0	23.0073331851665	0.00127372243228097
chr2	184731213	184731272	1989528:SINE:AluSx	0	+	184731213	184731272	0	1	60	0	3.46573590317169	0.0024247435238991
chr2	196618457	196618506	1996475:SINE:AluY	0	+	196618457	196618506	0	1	50	0	3.29583686609823	0.000524611520296925
chr2	215471679	215471728	2009007:SINE:AluSx	0	+	215471679	215471728	0	1	50	0	3.78418963478153	0.00117344001858699
chr2	231504345	231504394	2020270:SINE:AluY	0	+	231504345	231504394	0	1	50	0	2.48490664962707	0.00197223053416251
chr20	2957058	2957107	2029642:SINE:AluY	0	+	2957058	2957107	0	1	50	0	-23.8066624897709	0.00287828959366654
chr20	8861578	8861627	2034107:SINE:AluSx	0	+	8861578	8861627	0	1	50	0	2.63905732960589	0.000396813037423005
chr20	17250920	17250969	2039582:SINE:AluSx	0	+	17250920	17250969	0	1	50	0	4.9272536851572	0.00169707218486081
chr1	44664273	44664322	207580:SINE:AluSx	0	+	44664273	44664322	0	1	50	0	3.38439026334577	0.00098109711840455
chr20	20633774	20633823	2090400:SINE:AluY	0	-	20633774	20633823	0	1	50	0	-24.8675344504551	0.000475937019814632
chr20	36382679	36382728	2101120:SINE:AluSx	0	-	36382679	36382728	0	1	50	0	1.29034992224475	0.00191899822683761
chr20	49057565	49057614	2113037:SINE:AluJb	0	-	49057565	49057614	0	1	50	0	-1.34373474670109	0.00181867066013763
chr20	62399454	62399503	2124257:SINE:AluY	0	-	62399454	62399503	0	1	50	0	4.07753744423597	0.000366213356673306
chr21	6346745	6346796	2148660:SINE:AluSx	0	+	6346745	6346796	0	1	52	0	-4.48863636972277	0.000513161623469927
chr1	53213849	53213898	215370:SINE:AluSx	0	+	53213849	53213898	0	1	50	0	-5.0625950330176	0.000319746683445255
chr22	18537963	18538012	2205149:SINE:AluY	0	-	18537963	18538012	0	1	50	0	4.41884060863221	0.000165350821550669
chr22	20420021	20420070	2206266:SINE:AluJb	0	-	20420021	20420070	0	1	50	0	-1.88273124743378	0.000696422695208421
chr22	20712016	20712065	2206513:SINE:AluY	0	-	20712016	20712065	0	1	50	0	4.510859509421	0.000204556060898309
chr22	21477315	21477364	2207149:SINE:AluY	0	-	21477315	21477364	0	1	50	0	4.40671924807671	0.00017016848773721
chr22	22114518	22114567	2207698:SINE:AluY	0	-	22114518	22114567	0	1	50	0	5.63478960315988	2.63708324954592e-07
chr3	36929307	36929356	2259195:SINE:AluSx	0	-	36929307	36929356	0	1	50	0	-5.41164605184567	0.000246232131017821
chr3	42843194	42843243	2263446:SINE:AluSx	0	-	42843194	42843243	0	1	50	0	4.74493212836325	0.00234688025778573
chr3	153207468	153207517	2334279:SINE:AluSx	0	-	153207468	153207517	0	1	50	0	4.45434729896375	0.000235256801390804
chr3	15589805	15589854	2377054:SINE:AluSx	0	+	15589805	15589854	0	1	50	0	4.81218435536601	1.66848899626482e-05
chr3	72875950	72876007	2418207:SINE:AluJb	0	+	72875950	72876007	0	1	58	0	2.70805020109284	0.00156649048349566
chr3	97492515	97492574	2429609:SINE:AluSx	0	+	97492515	97492574	0	1	60	0	2.24485262632516	0.000140769963573484
chr3	103953589	103953649	2433314:SINE:AluJb	0	+	103953589	103953649	0	1	61	0	1.87180217674057	0.00211905542302138
chr3	128088229	128088280	2449162:SINE:AluSx	0	+	128088229	128088280	0	1	52	0	4.91998092582812	0.00171923360301596
chr1	28363961	28364010	24880:SINE:AluSx	0	-	28363961	28364010	0	1	50	0	5.48893772615669	0.00061408395312712
chr1	101226299	101226348	249450:SINE:AluSx	0	+	101226299	101226348	0	1	50	0	-24.6888794541139	0.00344621433843495
chr4	41003833	41003882	2525335:SINE:AluSx	0	-	41003833	41003882	0	1	50	0	3.59731226261022	0.000400506914772558
chr4	68021849	68021898	2540351:SINE:AluJb	0	-	68021849	68021898	0	1	50	0	4.61512051684127	0.00295032672682349
chr4	81533631	81533680	2548562:SINE:AluJb	0	-	81533631	81533680	0	1	50	0	-2.63905732960589	0.00372643564515407
chr4	129910768	129910817	2577863:SINE:AluSx	0	-	129910768	129910817	0	1	50	0	4.4188406086322	0.000165350821550669
chr4	2543827	2543883	2614677:SINE:AluSx	0	+	2543827	2543883	0	1	57	0	3.70130197395147	5.56931571304986e-07
chr4	2894527	2894576	2614904:SINE:AluSx	0	+	2894527	2894576	0	1	50	0	4.56434819146784	0.00322498939716165
chr4	5032444	5032502	2616421:SINE:AluSx	0	+	5032444	5032502	0	1	59	0	4.27666611960468	0.000231107828076449
chr4	40189709	40189758	2640924:SINE:AluSx	0	+	40189709	40189758	0	1	50	0	4.77912349311153	0.00220901947627705
chr4	108681961	108682010	2682152:SINE:AluY	0	+	108681961	108682010	0	1	50	0	4.04305126929217	0.000638300036111872
chr1	150507490	150507539	268387:SINE:AluY	0	+	150507490	150507539	0	1	50	0	4.63472898822964	0.00285038785667191
chr4	125471822	125471871	2691935:SINE:AluY	0	+	125471822	125471871	0	1	50	0	-3.3499040872746	0.000214513246059478
chr1	151981937	151981986	269726:SINE:AluY	0	+	151981937	151981986	0	1	50	0	4.46590811865458	0.00382943875904052
chr5	9227713	9227762	2734492:SINE:AluY	0	-	9227713	9227762	0	1	50	0	6.23636959020371	0.000153854315921964
chr5	76584037	76584086	2773902:SINE:AluSx	0	-	76584037	76584086	0	1	50	0	-3.75653810258713	0.00286504573268709
chr1	169487794	169487843	282319:SINE:AluSx	0	+	169487794	169487843	0	1	50	0	-2.4357376259815	0.000153097760172138
chr5	163417012	163417061	2831194:SINE:AluJb	0	-	163417012	163417061	0	1	50	0	2.19722457732685	0.00286901381374671
chr5	168824213	168824262	2834977:SINE:AluSx	0	-	168824213	168824262	0	1	50	0	6.03548143251681	3.5831369271655e-07
chr5	6630915	6630964	2848760:SINE:AluY	0	+	6630915	6630964	0	1	50	0	6.3315018498937	0.000128753598759079
chr5	35215856	35215905	2865656:SINE:AluSx	0	+	35215856	35215905	0	1	50	0	-1.62345683361343	0.000141865744086034
chr5	106790855	106790915	2907420:SINE:AluSx	0	+	106790855	106790915	0	1	61	0	3.93182563272208	0.000277169581261894
chr5	154979001	154979050	2940523:SINE:AluSx	0	+	154979001	154979050	0	1	50	0	5.20400668887355	1.90253075469382e-05
chr5	157938295	157938385	2942959:SINE:AluSx	0	+	157938295	157938385	0	1	91	0	3.61091791263486	0.00016901993269014
chr6	151442684	151442733	3057542:SINE:AluJb	0	-	151442684	151442733	0	1	50	0	-5.43372200354487	0.00217436350714861
chr6	33283032	33283081	3092137:SINE:AluSx	0	+	33283032	33283081	0	1	50	0	3.8607297110406	0.00355779075830309
chr6	42886966	42887015	3100718:SINE:AluSx	0	+	42886966	42887015	0	1	50	0	-0.992955432809566	0.000324542431151209
chr1	214153423	214153472	312001:SINE:AluSx	0	+	214153423	214153472	0	1	50	0	4.4188406086322	0.000165350821550669
chr6	83612696	83612745	3123848:SINE:AluSx	0	+	83612696	83612745	0	1	50	0	3.17805383034795	0.00162761471486494
chr6	96196534	96196583	3131297:SINE:AluSx	0	+	96196534	96196583	0	1	50	0	5.55682806169955	0.000542245633549987
chr6	106189425	106189474	3136944:SINE:AluJb	0	+	106189425	106189474	0	1	50	0	5.14166355650266	0.00115465052430663
chr6	164254782	164254831	3174341:SINE:AluY	0	+	164254782	164254831	0	1	50	0	4.74493212836324	0.00234688025778573
chr7	809081	809133	3178083:SINE:AluSx	0	+	809081	809133	0	1	53	0	3.91202300656346	0.000870464997854037
chr7	12056817	12056877	3186251:SINE:AluSx	0	+	12056817	12056877	0	1	61	0	2.2512917986065	0.000352212254119078
chr7	77053473	77053522	3229214:SINE:AluJb	0	+	77053473	77053522	0	1	50	0	3.89182029811063	0.00336776723988486
chr7	107887380	107887429	3249747:SINE:AluSx	0	+	107887380	107887429	0	1	50	0	1.7047480920774	0.00238585795151891
chr7	112590784	112590833	3252583:SINE:AluSx	0	+	112590784	112590833	0	1	50	0	4.91998092582812	0.00171923360301596
chr7	147615239	147615291	3275173:SINE:AluJb	0	+	147615239	147615291	0	1	53	0	20.0161571597527	0.00128505044472205
chr7	155363202	155363251	3280642:SINE:AluJb	0	+	155363202	155363251	0	1	50	0	5.33271879326535	0.0008166968149248
chr7	871552	871601	3283260:SINE:AluY	0	-	871552	871601	0	1	50	0	4.15103990589865	0.00212329463247407
chr7	4576913	4576962	3285969:SINE:AluSx	0	-	4576913	4576962	0	1	50	0	-1.01535044737996	0.0012238249507609
chr7	44012730	44012779	3311748:SINE:AluSx	0	-	44012730	44012779	0	1	50	0	5.57215403217777	0.000527206877738107
chr7	73736351	73736400	3330850:SINE:AluSx	0	-	73736351	73736400	0	1	50	0	1.1608189004707	0.00103829936583089
chr1	246282238	246282287	334698:SINE:AluJb	0	+	246282238	246282287	0	1	50	0	0.602996083565647	0.00320037193394473
chr7	102559895	102559944	3351319:SINE:AluJb	0	-	102559895	102559944	0	1	50	0	5.66296048013596	0.00044613322249587
chr7	125010109	125010158	3365139:SINE:AluY	0	-	125010109	125010158	0	1	50	0	-2.85862305959936	0.000852589197408604
chr8	17219171	17219220	3398592:SINE:AluSx	0	+	17219171	17219220	0	1	50	0	-22.1743872698936	0.00383543008595777
chr8	32861823	32861872	3410248:SINE:AluSx	0	+	32861823	32861872	0	1	50	0	2.83321334404685	0.0014874567265285
chr8	102575246	102575305	3453212:SINE:AluY	0	+	102575246	102575305	0	1	60	0	-22.1929568508922	0.00151169030142206
chr8	118463073	118463128	3463097:SINE:AluY	0	+	118463073	118463128	0	1	56	0	-2.75153531305787	0.00344444131496779
chr8	126568410	126568459	3469647:SINE:AluSx	0	+	126568410	126568459	0	1	50	0	4.70048036579242	0.00253867714597733
chr8	38264364	38264413	3508990:SINE:AluSx	0	-	38264364	38264413	0	1	50	0	4.22683374510716	6.05589565361165e-06
chr8	100605062	100605111	3547509:SINE:AluSx	0	-	100605062	100605111	0	1	50	0	5.05624580534831	0.00134673384224571
chr10	28523248	28523297	355974:SINE:AluSx	0	-	28523248	28523297	0	1	50	0	5.88610403145015	0.000295393167632052
chr1	40504483	40504532	36222:SINE:AluSx	0	-	40504483	40504532	0	1	50	0	5.71373280550938	0.000406286549372914
chr9	129827840	129827889	3657236:SINE:AluSx	0	-	129827840	129827889	0	1	50	0	1.85745472849345	0.000766400134470047
chr9	136967924	136967973	3662207:SINE:AluY	0	-	136967924	136967973	0	1	50	0	4.18965474611939	9.02822576075436e-05
chr9	90897001	90897075	3710415:SINE:AluSx	0	+	90897001	90897075	0	1	75	0	-0.529054686639366	0.00151514292775734
chr9	103423485	103423534	3719398:SINE:AluSx	0	+	103423485	103423534	0	1	50	0	4.48863636973214	0.00368089240483904
chr9	104463093	104463142	3720045:SINE:AluSx	0	+	104463093	104463142	0	1	50	0	5.63478960316926	0.000469878406543667
chr9	120012574	120012623	3732867:SINE:AluSx	0	+	120012574	120012623	0	1	50	0	3.52636052459729	0.000228937508875093
chr9	131426310	131426368	3743302:SINE:AluSx	0	+	131426310	131426368	0	1	59	0	5.55875670260594	2.40656448979859e-06
chrX	18389655	18389707	3761000:SINE:AluSx	0	+	18389655	18389707	0	1	53	0	4.83628190695148	0.00199583172172024
chrX	118051361	118051410	3820645:SINE:AluY	0	+	118051361	118051410	0	1	50	0	5.12989871492307	0.00117944196631214
chrX	155122049	155122141	3846300:SINE:AluJb	0	+	155122049	155122141	0	1	93	0	-1.58631549501296	0.000789281181807877
chrX	27878100	27878149	3867057:SINE:AluSx	0	-	27878100	27878149	0	1	50	0	1.87180217674057	0.00078364491232552
chrX	30980799	30980848	3869258:SINE:AluY	0	-	30980799	30980848	0	1	50	0	-3.81771232579588	0.00309977348784929
chrX	40970212	40970261	3875762:SINE:AluSx	0	-	40970212	40970261	0	1	50	0	5.35658627467202	0.000781961708320677
chrX	120809924	120809973	3923510:SINE:AluSx	0	-	120809924	120809973	0	1	50	0	3.49650756094673	0.00291530285463892
chrY	2938201	2938250	3961972:SINE:AluY	0	-	2938201	2938250	0	1	50	0	-3.01553489935678	0.00287842651861925
chrY	20560614	20560663	3970874:SINE:AluSx	0	-	20560614	20560663	0	1	50	0	5.45745558772531	6.711957767358e-09
chr10	106138828	106138877	409648:SINE:AluJb	0	-	106138828	106138877	0	1	50	0	20.8675344505229	0.00253917403875814
chr10	96068989	96069038	491781:SINE:AluSx	0	+	96068989	96069038	0	1	50	0	22.0073331852507	0.00292863184454095
chr11	9592225	9592277	615967:SINE:AluSx	0	+	9592225	9592277	0	1	53	0	5.31811999384422	0.000838670442381617
chr11	43341929	43341978	639264:SINE:AluJb	0	+	43341929	43341978	0	1	50	0	4.42484663185681	0.00129588951504078
chr11	47967262	47967315	643402:SINE:AluSx	0	+	47967262	47967315	0	1	54	0	-24.6888794541139	0.00344621433843495
chr11	64184656	64184705	651373:SINE:AluJb	0	+	64184656	64184705	0	1	50	0	2.01490302038124	0.000425848598376355
chr11	85582595	85582644	669586:SINE:7SLRNA	0	+	85582595	85582644	0	1	50	0	-2.49223268988007	1.7015613335003e-05
chr11	95070189	95070238	675897:SINE:AluSx	0	+	95070189	95070238	0	1	50	0	-2.16268425208404	0.000100124243572308
chr11	99744471	99744520	678521:SINE:AluJb	0	+	99744471	99744520	0	1	50	0	2.30258509298468	0.0016915544210867
chr11	123907571	123907620	695560:SINE:AluSx	0	+	123907571	123907620	0	1	50	0	4.46014441393784	0.00121545409548374
chr12	19367079	19367128	716286:SINE:AluSx	0	-	19367079	19367128	0	1	50	0	2.9704144655697	0.00268401546587782
chr1	11139814	11139863	7596:SINE:AluSx	0	-	11139814	11139863	0	1	50	0	2.48490664977863	0.00155266322462022
chr12	93407288	93407337	763163:SINE:7SLRNA	0	-	93407288	93407337	0	1	50	0	6.46925031679576	9.94238642798573e-05
chr12	31730570	31730622	820279:SINE:AluSx	0	+	31730570	31730622	0	1	53	0	6.37161184723186	0.000119428583136072
chr12	46931305	46931354	827979:SINE:AluY	0	+	46931305	46931354	0	1	50	0	5.52146091786225	0.000578569774640436
chr12	94449727	94449787	860329:SINE:AluJb	0	+	94449727	94449787	0	1	61	0	-1.74919985480926	0.00310237645580602
chr12	104637273	104637333	868368:SINE:AluJb	0	+	104637273	104637333	0	1	61	0	2.07944154213923	0.000453331753007436
chr12	106748769	106748818	870057:SINE:AluSx	0	+	106748769	106748818	0	1	50	0	22.0073331852507	0.00292863184454095
chr12	121185876	121185925	884630:SINE:AluSx	0	+	121185876	121185925	0	1	50	0	-2.99745492686544	0.00177731203047471
chr12	121730732	121730781	885336:SINE:AluSx	0	+	121730732	121730781	0	1	50	0	4.47163879848415	4.35688652451471e-05
chr12	128867372	128867428	891322:SINE:AluSx	0	+	128867372	128867428	0	1	57	0	2.07944154151881	0.00377582483254357
chr12	131802892	131802962	893325:SINE:AluJb	0	+	131802892	131802962	0	1	71	0	3.55534806197337	0.00198227597161504
chr13	27221756	27221805	958937:SINE:AluSx	0	+	27221756	27221805	0	1	50	0	0.874005679302136	0.00323381745698093
chr13	27222581	27222640	958939:SINE:AluSx	0	+	27222581	27222640	0	1	60	0	4.52178857999113	0.00019908913174338
chr13	28644278	28644327	960066:SINE:AluY	0	+	28644278	28644327	0	1	50	0	6.04973345523197	0.000217954774591633
