chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
chr2	22307813	22307862	1884908:LINE:L1PA3_3end	0	+	22307813	22307862	0	1	50	0	3.76120011569356	0.00423826071472411
chr2	41366250	41366299	1899129:LINE:L1PA13_5end	0	+	41366250	41366299	0	1	50	0	4.61512051684126	0.000916321984972379
chr2	69655442	69655491	1918862:LINE:L1PA7_3end	0	+	69655442	69655491	0	1	50	0	-2.62681336500619	0.00243189131149546
chr2	97275325	97275374	1934935:LINE:L1PA10_5end	0	+	97275325	97275374	0	1	50	0	0.722838970385086	0.000744696841717296
chr2	97275925	97275974	1934935:LINE:L1PA10_5end	0	+	97275925	97275974	0	1	50	0	3.33220451143515	0.00076401666821968
chr2	97276375	97276424	1934935:LINE:L1PA10_5end	0	+	97276375	97276424	0	1	50	0	-3.2311083918191	0.000364121655155092
chr2	141071418	141071467	1963278:LINE:L1P1_orf2	0	+	141071418	141071467	0	1	50	0	-0.983457375417995	0.000199605919948165
chr2	191695925	191695974	1993662:LINE:L1MC5a_3end	0	+	191695925	191695974	0	1	50	0	0.805899663027615	0.00147774163344194
chr2	203207126	203207175	2001384:LINE:HAL1b	0	+	203207126	203207175	0	1	50	0	-3.64544988809033	0.00204342386194256
chr20	298712	298761	2027147:LINE:MARE6	0	+	298712	298761	0	1	50	0	0.699911580648487	0.000832109010432958
chr20	14516956	14517005	2037819:LINE:L1PA7_3end	0	+	14516956	14517005	0	1	50	0	4.83628190695148	0.00199583172172024
chr1	43413455	43413504	206647:LINE:L1MA3_3end	0	+	43413455	43413504	0	1	50	0	-1.50205515139529	0.00107633821863917
chr21	24335756	24335805	2133695:LINE:L1PA4_3end	0	-	24335756	24335805	0	1	50	0	3.33220451041512	0.00325993897481591
chr21	40961410	40961459	2144819:LINE:L1PA4_3end	0	-	40961410	40961459	0	1	50	0	1.60943791244496	0.00194491630886395
chr21	46321553	46321602	2147994:LINE:L1MC3_3end	0	-	46321553	46321602	0	1	50	0	0.579107131182395	0.00257702427727102
chr1	53010492	53010541	215188:LINE:L1PA5_3end	0	+	53010492	53010541	0	1	50	0	4.63472898822963	0.00285038785667158
chr21	45291655	45291704	2171073:LINE:L1M5_orf2	0	+	45291655	45291704	0	1	50	0	-1.06250728402599	0.00253025218488678
chr22	12088761	12088810	2172456:LINE:L1PA7_3end	0	+	12088761	12088810	0	1	50	0	4.96284463025991	0.00159239558646007
chr22	12789077	12789126	2172666:LINE:L1MCa_5end	0	+	12789077	12789126	0	1	50	0	3.29583686621492	0.00353044986769846
chr22	15783706	15783755	2172981:LINE:L1P1_orf2	0	+	15783706	15783755	0	1	50	0	20.2729995586205	0.00386595692596559
chr22	15812569	15812618	2172990:LINE:HAL1	0	+	15812569	15812618	0	1	50	0	5.24702407216049	0.000954263773599418
chr22	25461342	25461391	2180033:LINE:L1PA8_3end	0	+	25461342	25461391	0	1	50	0	-1.11754029855363	0.00305934975272137
chr22	50204205	50204254	2201862:LINE:L1MB1_3end	0	+	50204205	50204254	0	1	50	0	-5.20400668706743	5.02056902942361e-05
chr22	19330795	19330844	2205614:LINE:L1MEc_5end	0	-	19330795	19330844	0	1	50	0	-1.30875502780507	0.000104622729168558
chr22	37464849	37464898	2221895:LINE:L1MC5a_3end	0	-	37464849	37464898	0	1	50	0	5.605802066296	0.000495599344241038
chr3	47916695	47916744	2267379:LINE:L2	0	-	47916695	47916744	0	1	50	0	-5.18365445770815	6.97867129797469e-05
chr3	49268776	49268825	2268549:LINE:L1MD3_3end	0	-	49268776	49268825	0	1	50	0	4.55387689160054	0.00328463648875843
chr3	84434795	84434844	2292658:LINE:L1PA7_3end	0	-	84434795	84434844	0	1	50	0	5.35658627466267	1.78219664503931e-06
chr3	158284146	158284195	2337477:LINE:L1ME3G_3end	0	-	158284146	158284195	0	1	50	0	3.73766961828665	0.000546208478183097
chr3	158284143	158284192	2337478:LINE:L1PA3_3end	0	-	158284143	158284192	0	1	50	0	3.73766961828665	0.000546208478183097
chr3	168967162	168967211	2343709:LINE:L1M4a1_5end	0	-	168967162	168967211	0	1	50	0	4.06044301202014	8.43541840404027e-05
chr3	172491488	172491537	2346104:LINE:L1PA4_3end	0	-	172491488	172491537	0	1	50	0	2.77258872246008	0.00283965175643997
chr3	179290479	179290528	2350540:LINE:L1MA10_3end	0	-	179290479	179290528	0	1	50	0	20.5574729016879	6.10513216148245e-06
chr3	195980958	195981007	2363010:LINE:L1MA9_3end	0	-	195980958	195981007	0	1	50	0	3.90197266941362	2.53520644255545e-07
chr3	19863790	19863839	2379855:LINE:L1PA4_3end	0	+	19863790	19863839	0	1	50	0	4.43081679884331	0.00407009883874876
chr3	21698607	21698656	2380984:LINE:L1PA7_3end	0	+	21698607	21698656	0	1	50	0	2.35137525716482	0.000896744281610573
chr3	72929414	72929463	2418265:LINE:L1M4b_5end	0	+	72929414	72929463	0	1	50	0	3.99820070150818	1.16117228254886e-06
chr3	93806585	93806634	2427761:LINE:L1PA2_3end	0	+	93806585	93806634	0	1	50	0	3.48124008917466	1.2964509233937e-06
chr3	121193537	121193586	2443962:LINE:L1PA6_3end	0	+	121193537	121193586	0	1	50	0	3.85014760154904	1.04578811688238e-06
chr3	155440168	155440217	2467762:LINE:L1PA2_3end	0	+	155440168	155440217	0	1	50	0	2.30258509298468	0.00397612227779775
chr3	157188805	157188854	2468924:LINE:L1PA13_5end	0	+	157188805	157188854	0	1	50	0	-3.83945231243229	0.00332240904014924
chr3	170919698	170919747	2476918:LINE:L1PREC2_orf2	0	+	170919698	170919747	0	1	50	0	4.20469261938165	6.39696483077933e-05
chr1	98856374	98856423	247747:LINE:L2	0	+	98856374	98856423	0	1	50	0	2.33537491581666	0.00123629025349115
chr3	180676259	180676308	2483055:LINE:L1PA5_3end	0	+	180676259	180676308	0	1	50	0	2.35137525716482	0.000896744281610573
chr3	195667334	195667383	2494611:LINE:L1MA9_3end	0	+	195667334	195667383	0	1	50	0	4.56434819145847	2.06659869661507e-07
chr4	15631773	15631822	2507889:LINE:L1PA6_3end	0	-	15631773	15631822	0	1	50	0	4.46590811865458	0.00382943875904029
chr4	34025206	34025255	2520055:LINE:L1PA7_3end	0	-	34025206	34025255	0	1	50	0	4.00733318523246	0.00274418173063085
chr4	49188185	49188234	2530367:LINE:L1MB2_3end	0	-	49188185	49188234	0	1	50	0	3.29583686621492	0.00353044986769846
chr4	119970077	119970126	2571906:LINE:L1MA4_3end	0	-	119970077	119970126	0	1	50	0	2.45315795147337	0.00422191490932711
chr4	1964893	1964942	2614252:LINE:L1M4c_5end	0	+	1964893	1964942	0	1	50	0	-2.84490938232601	0.00187710848615441
chr4	22151558	22151607	2628899:LINE:L1PA2_3end	0	+	22151558	22151607	0	1	50	0	4.4773368148183	0.00010840763426645
chr4	27241826	27241875	2632856:LINE:L1PA3_3end	0	+	27241826	27241875	0	1	50	0	1.60943791244496	0.00194491630886395
chr4	40786153	40786202	2641620:LINE:L1M5_orf2	0	+	40786153	40786202	0	1	50	0	0.925999546001118	0.00318932739053179
chr4	66784405	66784454	2656498:LINE:L1PA3_3end	0	+	66784405	66784454	0	1	50	0	4.48863637008457	0.000105615084612265
chr4	85509075	85509124	2668533:LINE:L2d_3end	0	+	85509075	85509124	0	1	50	0	3.73766961828665	0.000546208478183097
chr4	105485093	105485142	2680189:LINE:L1PA7_3end	0	+	105485093	105485142	0	1	50	0	4.48863636972277	6.71170745092376e-06
chr4	145553765	145553814	2703538:LINE:L1M5_orf2	0	+	145553765	145553814	0	1	50	0	3.78418963478153	0.00117344001858699
chr1	160508924	160508973	275915:LINE:L1PA6_3end	0	+	160508924	160508973	0	1	50	0	4.36944785246702	0.00143276067684439
chr5	91810463	91810512	2783451:LINE:L1PA3_3end	0	-	91810463	91810512	0	1	50	0	4.4773368148183	0.00010840763426645
chr5	177028758	177028807	2842100:LINE:L1M4a2_5end	0	-	177028758	177028807	0	1	50	0	2.94443897915707	0.00014226478648971
chr5	177615397	177615446	2842742:LINE:L1MCa_5end	0	-	177615397	177615446	0	1	50	0	-4.0253516902154	0.000195025702949825
chr5	178508867	178508916	2843494:LINE:L1MDa_5end	0	-	178508867	178508916	0	1	50	0	4.55387689159122	2.15793261737485e-05
chr5	264072	264121	2845965:LINE:L1ME1_3end	0	+	264072	264121	0	1	50	0	-0.662892772202142	0.00125606190982652
chr5	108443910	108443959	2908357:LINE:L1PA7_3end	0	+	108443910	108443959	0	1	50	0	4.36944785246702	0.00143276067684439
chr5	129613563	129613612	2920721:LINE:L1P1_orf2	0	+	129613563	129613612	0	1	50	0	4.02535168974501	0.00185329429630787
chr5	151270498	151270547	2937322:LINE:L1MC4a_3end	0	+	151270498	151270547	0	1	50	0	4.84418708644922	4.49381418987648e-06
chr5	179083146	179083195	2959175:LINE:L1MC4_5end	0	+	179083146	179083195	0	1	50	0	-1.95036449948766	0.00365167673527533
chr6	53052100	53052149	2999027:LINE:L1PA8A_3end	0	-	53052100	53052149	0	1	50	0	-2.6822744128033	0.000308787141136468
chr6	109639461	109639510	3031128:LINE:L1PA6_3end	0	-	109639461	109639510	0	1	50	0	2.0149030205423	0.00211079663436053
chr6	144010186	144010235	3052294:LINE:L1PA7_3end	0	-	144010186	144010235	0	1	50	0	5.35658627466267	1.78219664503931e-06
chr6	149859384	149859433	3056272:LINE:L1ME4c_3end	0	-	149859384	149859433	0	1	50	0	4.28358656186063	0.00167318009611461
chr6	170582746	170582795	3068762:LINE:L1MC5_3end	0	-	170582746	170582795	0	1	50	0	1.43696865208316	7.25778224555106e-05
chr6	11457669	11457718	3076419:LINE:L1PA6_3end	0	+	11457669	11457718	0	1	50	0	2.77258872246008	0.00283965175643997
chr6	36923409	36923458	3095639:LINE:L4_A_Mam	0	+	36923409	36923458	0	1	50	0	1.03476081668178	0.00012219588441309
chr6	102093778	102093827	3134546:LINE:L1PA2_3end	0	+	102093778	102093827	0	1	50	0	3.19867311757051	0.000655126555486385
chr6	106665784	106665833	3137310:LINE:L1MC4a_3end	0	+	106665784	106665833	0	1	50	0	4.73619844839449	0.00238344848973482
chr6	114073556	114073605	3143049:LINE:L1PA6_3end	0	+	114073556	114073605	0	1	50	0	4.40671924726425	0.00424378937490288
chr6	154177403	154177452	3167919:LINE:L1PA6_3end	0	+	154177403	154177452	0	1	50	0	4.4659081195838	0.000147847418387026
chr7	24626972	24627039	3193796:LINE:L1MEg_5end	0	+	24626972	24627039	0	1	68	0	4.9487598903688	3.01904243382722e-07
chr7	82647674	82647723	3232656:LINE:L1PA7_3end	0	+	82647674	82647723	0	1	50	0	4.04305126783455	0.00257515861433788
chr7	84068137	84068186	3233440:LINE:L1PA2_3end	0	+	84068137	84068186	0	1	50	0	4.27666611901606	0.0016941874619909
chr7	966731	966780	3283302:LINE:L1MC4_5end	0	-	966731	966780	0	1	50	0	1.29000714166774	0.000751889154393948
chr7	17244044	17244093	3293935:LINE:L1PA3_3end	0	-	17244044	17244093	0	1	50	0	3.21887582585185	0.00100244145933859
chr7	33826836	33826885	3304970:LINE:L1PA4_3end	0	-	33826836	33826885	0	1	50	0	3.9120230054188	0.000146418296806394
chr7	43628637	43628686	3311414:LINE:L1ME2z_3end	0	-	43628637	43628686	0	1	50	0	-1.90187058766433	0.00227075916399133
chr7	50590748	50590797	3315697:LINE:L1M7_5end	0	-	50590748	50590797	0	1	50	0	-4.2046926193816	0.00375924345870382
chr7	90063398	90063447	3341852:LINE:L1PA6_3end	0	-	90063398	90063447	0	1	50	0	3.95124371980872	0.000793595504596234
chr7	104390990	104391039	3352604:LINE:L1PA5_3end	0	-	104390990	104391039	0	1	50	0	4.57471098163094	0.000174538908804145
chr7	106929674	106929723	3354577:LINE:L1PA4_3end	0	-	106929674	106929723	0	1	50	0	-2.03017049267285	0.000173693029000499
chr10	5784852	5784901	339406:LINE:L1PBa_5end	0	-	5784852	5784901	0	1	50	0	-4.09434456221273	0.00185602497225179
chr8	32861845	32861894	3410246:LINE:L3	0	+	32861845	32861894	0	1	50	0	2.83321334404685	0.00266601472431127
chr8	65438559	65438608	3429068:LINE:L1PA4_3end	0	+	65438559	65438608	0	1	50	0	20.4595855141055	0.00107225649570219
chr8	79987541	79987590	3438347:LINE:L1PA3_3end	0	+	79987541	79987590	0	1	50	0	4.4773368148183	0.00010840763426645
chr8	96695555	96695604	3448786:LINE:L1PA3_3end	0	+	96695555	96695604	0	1	50	0	4.4773368148183	0.00010840763426645
chr8	99204624	99204673	3450675:LINE:L1PA7_3end	0	+	99204624	99204673	0	1	50	0	4.38202663451285	3.35421400277091e-06
chr8	111510738	111510787	3458716:LINE:L1PA5_3end	0	+	111510738	111510787	0	1	50	0	2.35137525716482	0.000896744281610573
chr8	22614075	22614124	3497378:LINE:L1ME3G_3end	0	-	22614075	22614124	0	1	50	0	-0.970778917158225	0.00175092130474452
chr8	46740592	46740641	3513381:LINE:L1PA4_3end	0	-	46740592	46740641	0	1	50	0	3.4657359026387	2.44363352008836e-06
chr8	47084447	47084496	3513505:LINE:L1PA13_5end	0	-	47084447	47084496	0	1	50	0	4.49980967033027	0.00360989631688135
chr8	50987320	50987369	3515779:LINE:L1M4_orf2	0	-	50987320	50987369	0	1	50	0	3.0445224377154	0.00323716509492589
chr8	50987288	50987337	3515780:LINE:L1PA5_3end	0	-	50987288	50987337	0	1	50	0	3.0445224377154	0.00323716509492589
chr8	63059058	63059107	3523096:LINE:L1M2_orf2	0	-	63059058	63059107	0	1	50	0	2.56494935730051	0.000561305401944434
chr8	96739312	96739361	3544513:LINE:L1PA3_3end	0	-	96739312	96739361	0	1	50	0	4.4773368148183	0.00010840763426645
chr8	100550412	100550461	3547467:LINE:L1MC1_3end	0	-	100550412	100550461	0	1	50	0	1.90423745265479	0.00140859928314585
chr8	106657349	106657398	3551937:LINE:L2	0	-	106657349	106657398	0	1	50	0	-2.14843441316678	0.00217982745916945
chr8	126313944	126313993	3565169:LINE:L1PA2_3end	0	-	126313944	126313993	0	1	50	0	3.17805383034255	0.002503293235529
chr8	143556952	143557051	3577647:LINE:L1MB7_3end	0	-	143556952	143557051	0	1	100	0	1.20585781902167	2.72518547175496e-05
chr8	143557202	143557251	3577647:LINE:L1MB7_3end	0	-	143557202	143557251	0	1	50	0	0.550504107584166	0.0039605666703737
chr9	21423868	21423917	3592097:LINE:L1P4_orf2	0	-	21423868	21423917	0	1	50	0	1.3862943611199	0.00414387596230548
chr9	31545767	31545816	3597780:LINE:L1ME2_3end	0	-	31545767	31545816	0	1	50	0	3.83945231259331	0.00369373276347562
chr9	41253966	41254015	3605021:LINE:L1PA4_3end	0	-	41253966	41254015	0	1	50	0	-5.00394630578443	0.00277582213727523
chr9	87967136	87967185	3623598:LINE:L1M5_orf2	0	-	87967136	87967185	0	1	50	0	3.77276093809464	0.00415321659409129
chr9	92082492	92082541	3626261:LINE:L1PA3_3end	0	-	92082492	92082541	0	1	50	0	4.04305126782518	8.19468912299781e-05
chr10	42514076	42514125	364396:LINE:L1MA3_3end	0	-	42514076	42514125	0	1	50	0	2.0971411187792	0.00107179351307563
chr10	42515285	42515334	364397:LINE:L1MA3_3end	0	-	42515285	42515334	0	1	50	0	2.29498049360868	0.000695812992763334
chr9	133098393	133098442	3660234:LINE:L1M4_orf2	0	-	133098393	133098442	0	1	50	0	-1.01459343261492	0.00370634232984257
chr9	27245228	27245277	3680162:LINE:L1PA4_3end	0	+	27245228	27245277	0	1	50	0	3.1986731184885	0.00105189927417893
chr10	58212514	58212563	373727:LINE:L2	0	-	58212514	58212563	0	1	50	0	2.30258509283302	0.0016907574440046
chrX	23001856	23001905	3764431:LINE:L3	0	+	23001856	23001905	0	1	50	0	3.25809653786046	6.53345217649371e-06
chrX	81070371	81070420	3799281:LINE:L1PA6_3end	0	+	81070371	81070420	0	1	50	0	2.77258872246008	0.00283965175643997
chrX	94151417	94151466	3805938:LINE:L1PA6_3end	0	+	94151417	94151466	0	1	50	0	4.36944785246702	0.00143276067684439
chrX	102269105	102269154	3810865:LINE:L1PA4_3end	0	+	102269105	102269154	0	1	50	0	4.43081679884331	0.00407009883874876
chrX	17230225	17230274	3859298:LINE:L1PA4_3end	0	-	17230225	17230274	0	1	50	0	-4.96633503503865	0.00389030552956538
chrX	42173699	42173748	3876880:LINE:L1PA7_3end	0	-	42173699	42173748	0	1	50	0	3.88156379794344	0.00342933661174316
chrX	51531789	51531838	3884155:LINE:L1MC2_3end	0	-	51531789	51531838	0	1	50	0	2.30258509298468	0.00397612227779775
chrX	55677887	55677936	3887238:LINE:L1PA6_3end	0	-	55677887	55677936	0	1	50	0	2.35137525716482	0.000896744281610573
chrX	57077262	57077311	3888036:LINE:L1PB2_3end	0	-	57077262	57077311	0	1	50	0	-2.94443897670842	0.00393427704072891
chrX	102417971	102418020	3910936:LINE:L1PA4_3end	0	-	102417971	102418020	0	1	50	0	4.43081679884331	0.00407009883874876
chrX	102828053	102828102	3911189:LINE:L1PA4_3end	0	-	102828053	102828102	0	1	50	0	4.43081679884331	0.00407009883874876
chrX	118591896	118591945	3921579:LINE:L1PA4_3end	0	-	118591896	118591945	0	1	50	0	-2.04307389750848	0.00023014793659204
chrX	119977445	119977494	3922889:LINE:L1PA5_3end	0	-	119977445	119977494	0	1	50	0	4.93447393312133	4.37892761018243e-06
chr10	83781275	83781324	392474:LINE:L1PB4_3end	0	-	83781275	83781324	0	1	50	0	3.21887582502521	0.00417366885290748
chr10	83781309	83781358	392475:LINE:L1PA2_3end	0	-	83781309	83781358	0	1	50	0	3.21887582502521	0.00417366885290748
chrX	131790837	131790886	3930307:LINE:L1M4_orf2	0	-	131790837	131790886	0	1	50	0	5.63478960316926	0.000469878406543556
chrX	136883548	136883597	3933916:LINE:L2a_3end	0	-	136883548	136883597	0	1	50	0	4.09434456229703	0.000256549093746394
chr10	85499299	85499348	393580:LINE:L1PA6_3end	0	-	85499299	85499348	0	1	50	0	4.63472898822963	0.00285038785667158
chrX	141250229	141250278	3936955:LINE:L1P3_orf2	0	-	141250229	141250278	0	1	50	0	4.63472898822963	0.00285038785667158
chrX	155486180	155486229	3945772:LINE:L1PA13_5end	0	-	155486180	155486229	0	1	50	0	-1.86859190127135	0.000457767071085025
chrY	19373986	19374035	3970562:LINE:L1PA2_3end	0	-	19373986	19374035	0	1	50	0	3.4657359026387	2.44363352008836e-06
chr10	31520814	31520863	448998:LINE:CR1-3_Croc	0	+	31520814	31520863	0	1	50	0	-5.67675380225891	0.00296484262987429
chr10	38122798	38122847	453547:LINE:L1MC4a_3end	0	+	38122798	38122847	0	1	50	0	0.657499841829708	0.00124381514249949
chr10	46770605	46770654	457168:LINE:L1M4_orf2	0	+	46770605	46770654	0	1	50	0	4.36944785246702	7.87940715031299e-05
chr10	48782344	48782393	458412:LINE:L3	0	+	48782344	48782393	0	1	50	0	-2.38443611942262	0.000844671632861394
chr10	58130471	58130520	463932:LINE:L1PA7_3end	0	+	58130471	58130520	0	1	50	0	4.19720194766181	0.00195455670690847
chr10	87138334	87138383	485205:LINE:L1MEf_5end	0	+	87138334	87138383	0	1	50	0	-3.16607763930123	0.00393673699128039
chr10	87934629	87934678	485744:LINE:L3	0	+	87934629	87934678	0	1	50	0	-5.17614973256446	0.00415779482482392
chr10	107745551	107745600	501057:LINE:L1MDa_5end	0	+	107745551	107745600	0	1	50	0	0.895095831467589	0.00275941915104461
chr11	6591543	6591592	521261:LINE:L1M4a1_5end	0	-	6591543	6591592	0	1	50	0	5.18178355029208	0.00032191200244247
chr11	8668317	8668366	522473:LINE:L1MB3_3end	0	-	8668317	8668366	0	1	50	0	3.41772668345234	6.6333334067803e-06
chr11	12081100	12081149	525129:LINE:L1PA4_3end	0	-	12081100	12081149	0	1	50	0	4.17438726989563	0.00203627251433036
chr11	27888941	27888990	536247:LINE:L1ME4b_3end	0	-	27888941	27888990	0	1	50	0	4.96284463025991	0.0015923955864604
chr11	40586175	40586224	545082:LINE:L1PA2_3end	0	-	40586175	40586224	0	1	50	0	3.48124008917467	2.02215537126182e-06
chr11	42896463	42896512	546473:LINE:L1PA4_3end	0	-	42896463	42896512	0	1	50	0	2.80336038074565	0.000780166137918315
chr11	67617534	67617583	562138:LINE:L1MA7_3end	0	-	67617534	67617583	0	1	50	0	2.99573227256385	0.00106698368644598
