,max pipeline,iAnalyzeR
ZDHHC19,0.0748516512119656,-1.4229284430589
CCR7,-0.076945152472456,0.38282792477322997
ABCB8,-0.0864715938826301,-0.0166615343927105
MEIS3,0.0762320734801777,1.31688568833022
PPARG,-0.196853170888387,-1.85104266188986
ABCG1,-0.00790582441902505,-2.57362906069848
AP3D1,0.142987699564417,-4.32680539371087
OTUD7A,-0.00114816621378252,-0.760588316675103
GCH1,-0.0752679002444113,-1.44252654316051
DIDO1,0.0865743411014059,-2.38847622522812
ZWINT,0.088814406076651,-1.38948719540892
MYL6,-0.0530496885643764,0.8573388904151859
C17orf59,-0.150829777052186,-1.3936810881552801
IGF2BP1,0.156742272606022,1.70539325893974
PDYN,0.0264905753249424,-0.9471386901135391
GSDMC,-0.118036773167732,-2.04772658182319
CLUAP1,0.102768969720652,-1.51062511824242
CDC42EP3,-0.131086838455103,-1.0251982910721802
ARL13B,-0.0390008809299311,-1.91955347812771
HDHD2,0.0374908565230527,1.22161805701141
NGF,-0.0263832780485655,0.101306786034137
SOCS1,-0.0774447713808804,-0.8281884320673001
HSPA4,-0.20680861134425,0.6248817279881489
LRRC58,0.0262633506602374,-2.05186124680427
DACT1,-0.11818455991255,0.44022035640550605
RFC2,-0.0422465398450165,-2.73721143232523
TDRD7,-0.0594958440268283,2.25755677795531
ATL2,0.00108076516163861,-3.85866819251607
CCDC84,-0.0940889925780863,-0.9062907668838001
HOXC4,-0.108487778846229,-5.18071501796422
CNR1,-0.177670437569279,-0.522223657906588
HIST4H4,0.108766279566751,-1.10675886995746
ABCB4,0.0454927895125671,-2.3966313888751296
SOX3,-0.0102255953923381,0.5588476307195
OR5M1,0.0314199811382874,-0.694969874368794
OR5C1,0.0819944806378797,-1.1072678913003402
SNX2,-0.139121245541961,0.203157123830841
CMYA5,-0.147251206665297,1.00630660769072
ACPL2,-0.15440448170252,-1.76216388523839
STAG3,0.0351962247451986,-1.88046702551646
SOCS3,-0.0448585491235478,0.5597642096489761
TNNI2,-0.0704639542673772,0.269704659091821
TAPBPL,0.020629863147273,1.3428550046463799
ANPEP,-0.0756337537236926,-0.8080764944462622
CYP8B1,0.0538374053470075,0.317050796063855
PRICKLE4,0.169567195654114,-2.41719375556823
SEMA4D,0.137000393240195,1.49929864074424
TNFRSF13C,-0.0205678465801369,-2.26632130728935
PWWP2B,0.048197528587391,1.8888781886418
C2orf70,-0.11726724665274,-0.993651452280755
SLK,-0.00966237976874238,-1.3709596027747
TPST2,-0.125586952076976,-3.22628057825292
THSD1,0.0349738602286373,-1.02877286489065
CDX4,-0.160276942647779,-1.6919101579347802
UBE2A,-0.189922449067095,-1.7811478103379
EMC7,-0.0561803089635562,0.0946586399768193
FOXN4,0.00954220047011329,-2.01685097134959
MTDH,-0.0768878402672865,1.31760471024097
ZNF614,-0.0162692057944123,1.00838154948377
DDX31,0.135708538898683,0.720304059773494
GDNF-AS1,-0.100498428643518,-0.6708016552920539
ACVR1B,-0.0320553477230605,-0.205271161463568
NFIC,0.0790396070112828,-1.06408272020068
B3GNTL1,-0.181726789761589,-2.43759140302446
GMCL1,0.148710379526663,-1.2390539557291598
TRANK1,0.13230445967222,-0.7560083064237851
HUS1,0.0418677779198044,-1.04866426659243
STARD5,0.0835610624621015,-1.99218335590458
GAPDHS,0.0617446087457613,-0.104325764202815
SLC17A6,-0.0114976604194977,-2.36673458415768
OR8D1,-0.123729014848273,0.7188854919425501
MAP6D1,-0.138918062165714,-0.453513498627085
NCOA2,0.00385359323971559,-1.24471395183589
PPIL6,0.0590161419358221,0.74104924934133
TBC1D13,0.0315036899309962,-0.9442520807668591
RGS2,0.0452240916616013,0.0635075886799882
PAK4,-0.044678322154028,-2.56783662443062
POMGNT1,-0.0145791895165317,0.317050796063855
RETNLB,-0.0551161572288262,-1.6363945017403998
RALA,0.0271403009935431,-0.457835740065573
TRIML1,-0.0480556840463023,0.317050796063854
NDUFB1,0.124051613373093,-1.1790170738191699
BTBD16,0.00905055103970539,1.31825613577041
ALPK3,0.0226682197981312,-2.92513237306997
GHITM,-0.146577959951452,-2.9637502385736205
FHL1,0.0485176789383226,-0.7113934646149659
C2orf57,-0.038787002462047,0.8482109028471351
RGS6,0.0226210517889555,-3.53432414335029
STX19,-0.00424569560478948,-3.03921389662468
ANKRD36,-0.0610555953584978,-3.28278537635433
METRNL,0.00489549504125522,-1.98736526171051
PCDHGA8,-0.00539605284736908,-1.6016240351138702
CXCR2,-0.0382776621596865,-0.9432422380706831
OR5D16,0.1381834006433,0.5597642096489761
OPRL1,-0.0658194112268994,1.8130116154579898
GPNMB,-0.041583029899101,-3.9294648476996294
C20orf85,0.0248653623213302,-0.643644286587962
CLUH,0.0319686187013466,-2.97793079482591
MRAP,0.0376756726672194,-1.44599003748867
SBNO1,-0.270252421460301,-4.32593477307324
ATP6V0E2,0.154974360423186,-0.0514320010192486
RAP2B,0.25169472691679,-2.2696950121674
SLC25A42,0.092884777755929,-0.699159942782334
FKBP2,-0.152855500035161,-1.9875951091687099
OR4A16,0.0586647701523492,-0.0610299792637716
RRBP1,-0.11524413198606,-3.7704120451864904
MSRB3,0.0068370509505407,-1.3848086278731102
ZNF770,0.0640332779923776,-2.4211352810734303
PPP1R3G,-0.0571151126396867,0.17934670569521902
TOMM20,-0.0176595547969572,-3.3583153948254503
BEST2,0.0385338570824611,-2.0857951403536297
ANKRD16,0.0808216811734783,-1.7689951242718402
NLRP2,0.0718307318239094,0.74104924934133
ZSCAN16,0.0701598874746668,-1.9922612804504498
GSTA4,-0.162510728998218,-2.4200333335965403
CACNA2D1,-0.00825672736147188,-1.7977720666711599
IL15RA,-0.0128204461717004,-2.7804841535068197
PEAK1,0.105961225934903,0.317050796063855
CA11,0.192329247153629,0.231638335152042
MTG1,-0.0425787545867424,-1.88507403301981
AGR2,-0.063440074021088,-0.512933301161667
DOCK2,0.183074227772366,-1.71388683539175
LRFN5,0.0523989321754457,1.20132898365846
AAED1,-0.074397173950785,-1.0418775895454
ZBTB1,0.0571456555544462,-0.6790146581616769
C12orf80,-0.0882598480420648,-2.10472399133565
CLPTM1,0.142288549460271,-2.49723493459803
MMP15,0.0814992557068421,-2.22044518921178
BOD1L1,-0.0453220542494393,-3.9553002648937596
SLC45A4,0.00679636838748876,-0.476737835751919
THNSL2,0.0614797387030412,-3.4161830928910297
SPSB1,-0.0775654663088395,-0.623754797516225
TREM1,-0.0240805131506519,0.712524786857414
HIST1H3A,-0.0246530068690149,-0.9711747043689641
LSM7,-0.190372944241471,-0.348623759496084
CDR2,0.143316430383627,0.396345095251794
TMEM225,0.0179518067849367,-1.02598702622403
GDPD1,0.0685950277765827,-4.887683105951269
KCNJ10,-0.116632007991926,1.06265979945442
KSR1,0.0391353516697254,-2.3722704468769904
ZNF670,-0.0458461785315096,-1.91671108742011
IGFLR1,-0.0391299164372513,-0.32046742565820097
HRCT1,-0.0640199989849274,-0.0514320010192486
ZNF555,-0.0189161391379845,0.38749364775770095
ARFGEF2,0.215961794956714,-0.6561570278495781
MASP1,-0.121650358830399,-3.5276986316013597
ASB18,0.151547662458893,-1.42523959678186
ELOVL2,-0.111862000648088,2.11681045560566
F12,-0.0794697361759781,-0.44964952601254904
SPAG4,0.11069230656884,-1.62278332165902
CCT4,0.297546233796785,2.29228831998884
MROH5,0.0851863269790701,-1.2343171351028501
CH25H,0.0272714590601785,-2.67338968982375
GLDC,-0.0817221539984467,1.70872908335468
PEX5,0.0470784288189759,-2.01570806784543
LYST,-0.0387814003036494,-4.448586372098831
LRRC4C,-0.0375655473052106,-2.1136039845859598
PLA2G5,0.0536341149408449,-0.125434958439087
GXYLT2,-0.0257736571861741,-1.3253522974487801
ZFP36L2,-0.0528966635541452,0.43523389182169
ZNF395,0.00990711851682535,-0.8698967974539359
LOC100996693,0.121538116478826,-0.770992773816513
KIAA0430,0.00539795424380642,1.6806116764606598
SPAG17,-0.0449025891974314,0.317050796063855
SP9,0.143259204534567,-2.63777478387517
ZNF407,0.167735750733842,-0.41675648280365707
DUSP9,0.106752426935138,-1.54318793962496
NOSTRIN,0.0645621936138641,-0.975406121850972
C12orf61,0.0766873409065306,0.885802557938822
CCDC63,0.0978441667734198,-1.45782183470523
SERPINI1,-0.0451007233176014,-0.295310951083347
ERN2,0.0302183215359956,0.5650295433950601
MECP2,-0.081079559871864,-3.92140394786403
AMTN,0.00516560181193919,-0.9161082060474129
APOA5,-0.0236003700429995,0.123743019388174
CABIN1,-0.116993717987977,-2.54219666791082
DCX,-0.0242660086036962,0.636267963850343
INHBA,0.191214043628242,-2.6941331104503705
ATRX,0.143653755174599,-0.51064510044496
SYNPO,0.0372003972304398,-1.81165214223919
NKTR,0.23845358434948,-0.135781371639364
GPRIN1,0.075862383891531,0.12295838622831098
SOGA3,-0.00774528525412627,-0.566830258998114
ANKRD63,-0.0105660522293216,-0.0514320010192484
KLK4,0.0397519472567686,-3.2016602833115204
HIF3A,-0.0115259290096059,0.0825207849188245
SGMS2,-0.14672527447647,-1.98967205951621
ZNF556,-0.00414970813155529,-0.7901955897390429
PDE9A,0.100211327304365,-1.4812575775102401
ZFPL1,0.0480115915595876,-1.22170334751805
NR4A2,0.0684789709720611,-1.04565909081543
PAIP2,-0.0176837681498775,-1.17482820998687
PPFIA1,0.0527397253474321,-1.27244777421871
PLEKHH3,0.0326761266190781,-0.244318212548517
SUGT1,0.149040021816897,-2.73020800332829
NAPRT1,-0.0583623165543585,-1.79222438145717
ADAD1,0.0248000488700027,-0.0514320010192489
FOSL1,0.0169151085901443,-0.475430454296724
ZNF420,-0.0780850858782016,-2.11300480082418
CHD1L,-0.150575234517964,-1.29606191181731
ADCY10,-0.0146999503260844,-0.8150555024516819
ZDHHC15,0.0114437488461158,-2.31978566707622
RFWD2,-0.429242299241671,-0.9147066181167801
HOXD10,-0.106387721409662,0.171124859901679
RBAK-RBAKDN,0.0564387074135302,-0.146176216673029
GPS2,-0.241934436835885,1.00630660769072
TMEM151A,0.0570290377137305,-0.8439132513798259
ZNF3,-0.0125797733725826,0.929095523478654
ZNF540,0.0260285370782415,-0.19521309960915598
TMX4,-0.127914802739068,-0.432817670142906
THEG,-0.0743742591397098,0.0358966251718301
NUBP2,-0.0350420402832972,-0.718827123931455
DEDD2,0.127453512460799,-0.8207028456304329
FAM85B,0.0318003607510287,-2.3073094438222204
NME4,-0.0753917237822002,0.202435328319172
TUBAL3,0.08012930982799,-0.937119813495268
ATP5J,-0.00236151262730893,-2.2632380343367795
CDH23,-0.0146233802628333,0.477305419705924
FRMPD3,0.0177463038067947,-0.0498146292195961
SNX20,0.122902898283742,1.9115966913456597
ASPRV1,-0.0102446684245652,-0.244668875484365
CNIH4,-0.165743807337093,1.19981816924534
MRM1,0.145807554060918,-0.0741281930446221
CARTPT,-0.0950948192589154,-1.7478542183551002
MRS2,-0.0835000057778746,-1.0251982910721802
OPRM1,-0.0158189876394149,0.317050796063855
ATF7IP2,0.0361524259722408,-2.29599439028959
UGT1A6,0.0219711824813371,-1.3012917924016698
ZNF322,0.0349994040517853,-0.9976479235992329
KCNH1,-0.0973740848646496,-1.00921842037341
RAPGEFL1,-0.218642190234631,-0.799336521713945
ABCA13,-0.0072853577975648,-3.53432414335029
USF1,-0.15498992330925,-1.89981933653499
ERCC4,0.0430278470315963,1.7552361723683403
RAB11FIP5,0.0329979806060947,-2.1714737593151
SLC25A45,0.0309751678113513,-1.4022686600593501
SLC5A8,-0.105534454076387,-1.0076862539591802
TNS1,-0.032272646779992,-2.1356442702422602
BTD,0.0770702586137063,-1.4040869798138003
PDCD1,0.0661201333865404,-0.0881790485605364
CCNT1,0.201595558787368,0.200383710254668
FGFR3,-0.15624063802691,-1.3969372038170702
CLIP1,-0.110108202943794,-3.4026420421539103
PCGF1,-0.167142263703619,-2.03075548939458
TMED6,0.0542449187266969,-1.79454964410245
SDHAF1,-0.281285367362809,-2.54734755565313
MDH1,0.0112930039434492,1.02143292249229
LRFN3,0.0439886202083225,-2.7746370638035
CDC42BPG,0.0231452565466181,-4.2651402310029
MAN2B1,-0.0529291401645722,0.74104924934133
PKNOX1,0.0698360358042971,-1.6398335905928
WNT6,-0.0766116207846353,-0.8282729638046421
LIPC,0.0322831752553822,-0.650179890288521
EID3,0.131928299317537,0.122485293429536
THBS3,0.105540267058365,1.6702456657326101
ZNF141,-0.0416126432716954,-4.07526662671491
GLE1,0.0141344078219854,1.73671476479031
NEU4,0.0948618413074703,-1.2194089340346002
ZNF354C,-0.0164070837972957,-2.5904640726432904
IL12RB2,-0.0810413915448733,-2.17032642301947
PRODH,0.0963388337081583,-4.3033448700171295
NOBOX,0.0773802978115202,-1.7581359833108499
PAXIP1,0.0733613198281234,-2.20305936941465
C1orf172,0.00354462414044819,-2.5273869221571803
MIS18BP1,-0.128943109807898,-1.58614551177622
NDUFA3,-0.11401993314918,0.885802557938823
ZPLD1,0.0441691928145895,-0.5786558930304361
SAMD4A,-0.0197527636310412,-2.5539323415484305
ZNF717,-0.0905416847578013,1.51530627688873
STUB1,-0.034639894093061,-1.13269777001162
TOMM22,0.0407059360551488,-1.55700400092001
RPL29,0.0245453668294099,-0.913037003875603
LTC4S,-0.196043070887431,-0.101243192975313
CDH11,-0.025109737761005,-1.06736983812362
PLCE1,-0.0261725976539145,-1.77476660578251
ACACA,0.0206265191432425,-2.07750299445957
NAGA,0.0235882680942246,-1.92098043344823
DPRX,0.00368472929596009,-0.516956024726469
HOPX,0.0834720887142009,-1.77182938040901
HDGFRP2,-0.00911985089894478,2.51320950745324
SLC35F4,-0.0666769679218376,0.317050796063855
TDP1,-0.0517968831637118,-4.3944321007379
CLCNKA,-0.0717648412466794,-0.689471104788809
CBX5,-0.0266320160755951,-0.7058927087819681
NCOR2,0.059796144046751,-0.19897033498567301
MASP2,0.177612344352616,0.8887264173835879
GSTA5,-0.0745607493731857,-0.933513937546386
ANKRD34B,0.104878578089728,-1.29622341276817
HIPK4,0.0140056092773021,-2.2991456962606804
KIAA0226,0.105088565209257,0.8998125095619292
NFKB2,-0.190614809142403,-0.23271704071160298
ZHX1,0.0334721000776672,-1.95064360418655
APOBEC3F,0.0122596102368754,-0.601199837794705
ARHGEF18,-0.0695113628507665,-4.01383825282214
SOWAHD,0.0585128346865088,-2.9441501795522202
TARBP1,-0.0769698082572366,-3.05294351682821
ZNF81,0.0787740586962731,-0.48897728473786295
GALNTL6,-0.130966072580065,-0.0514320010192486
LBX2,-0.0709875902684209,-0.426266848004858
RAVER2,0.0452655742417668,-0.869678401699869
COPS5,-0.0631755967322714,-1.24301089564889
C13orf45,0.00498209070525404,0.126223143590553
IL25,0.00380465334586342,-0.130802548483291
RPS6KB1,-0.05593391834695,-0.28291798919052097
TARSL2,0.000630330905071007,2.06001904389122
CXorf66,-0.0140106710022997,0.317050796063855
MLF1IP,-0.188220689264263,0.41765434178676597
RAB9A,0.0714958513652662,-1.62596160780879
MAN1A1,-0.0326693237306361,-2.8996674089883197
PRUNE2,0.0235744312084706,-0.873973747598611
AHCYL1,0.0760447639013006,0.355658226633105
CREM,-0.124130027860307,-1.6607481634179
CDH2,0.0105184763864316,-1.20794327185198
SCNN1D,-0.101376370096037,-0.0068131748176875105
REXO1,0.00739941697013584,-0.71084639504805
WDR46,-0.0692209903298293,0.501292194605406
LHX8,-0.0178948788281997,0.0482224030924545
AFM,0.0235919633966288,-2.7932907568904706
RFPL4A,-0.0831224703303961,0.5597642096489761
ZNF552,-0.00522146143721111,-1.4005403838319999
MRPL12,0.0313885945893096,-0.38945212097850107
TAF11,0.0287068722321032,-1.8271379858760401
APLN,-0.0956847625067632,-0.4754304542967229
ISOC1,-0.0338160777894848,1.25428535502193
KDM4C,0.0305499331817408,-1.31651374219907
KLHL31,0.0374740410863281,-0.894554919298417
FAM69B,0.0561155627840896,-1.7874186117457398
DCAF12L2,0.0976310017479617,-1.71563436222018
CPLX3,0.153483571223623,-0.31696767987269897
MAP3K5,0.0195580510521148,-2.0969585881462
ERP29,0.109123811792098,-1.47589284010252
TANC1,0.0346215523610721,-3.8981754797689105
NR3C2,-0.0390182496276484,1.29109445746463
ZNHIT2,0.0934013928389538,0.74104924934133
TXNRD3NB,-0.0713003660168762,-1.9001448825118898
DHCR7,-0.0380076717357996,-0.210173095947334
FAM162A,0.00876978393741229,-0.662628211687472
PROP1,0.0468906565524622,-0.526259252464273
ITIH4,-0.056791047622549,-1.8239259459743602
TAOK3,0.101698082443237,0.5832247333427221
ATG9B,0.0874384965817519,0.885802557938823
PDSS1,0.04491818965897,-0.6806628390412329
KLK2,0.0194008234978531,-0.520319435213742
PAEP,0.199891513293477,-1.4888469669128201
KLHL7,0.0803747611867364,1.00630660769072
APBA2,-0.0386805638318137,-0.456446529197214
AARSD1,0.100696301726872,-0.866320272055749
SLC15A3,0.0635059815496684,-1.06975348759078
SLCO4A1,0.13171760490677,0.317050796063855
DCAF4,-0.192035728301449,-3.7087079853723197
LARP4,-0.0465930239643394,-0.0716018436508921
ULK2,-0.023293391440111,-1.687036169659
ATF3,-0.0486831550324512,-1.72771063071506
RNASE13,-0.326928176046925,1.47801484350754
CSMD1,0.00590897585113775,-0.007283150420717109
NR4A1,0.0249116654853843,0.90055600709938
C11orf48,-0.00452097701643801,-0.46723323517139004
SPATA6,0.0903223706119765,0.292375687012599
AKT1S1,0.0117184115449155,-1.4102702461732
ZNF571,0.053552019982677,-0.11897039419694802
PAK1,-0.0299900378954549,1.67103956316883
FAM209B,0.0864487114423965,0.0751373061480745
ZFP92,-0.0250175445702973,-3.49955367672375
DNAJC24,0.19794508880719,-0.326168937519756
MINA,0.104270342426172,0.829836026851252
TACR2,0.0503970219545518,-1.78415656348176
ZNF175,0.0837955198748014,-1.00265434630791
BCKDK,-0.0180758594634358,-0.23271704071160298
RIPK4,0.102702988456117,-1.80882571958693
MON2,-0.231073640643352,-0.8047834258706049
ZNF205,0.170095157926445,0.164211068110356
REEP3,0.00951670130234378,-1.06402128251725
EXOSC7,0.109851486127353,1.88925159252444
DNAH11,-0.0806701739956184,-0.231319076462816
BNIP3L,0.0231560840190057,-1.5286117981708403
ARAP2,-0.0425236872770694,0.796037110442607
TNFSF11,-0.0827875454380907,-0.323343903983084
SPINT2,-0.0297190587350636,-2.48905679397139
TUBA3D,0.12054300106277,-2.84527814775761
EPN2,0.117685407095235,1.6925234757374599
A1CF,-0.0110555986504522,-0.48346783572575897
KCNK15,-0.20025315008043,-0.0514320010192488
ZNF705A,-0.0924725975101738,-1.61730592627135
SPINT3,0.0127697240787784,-2.3855840278288
DGCR2,-0.104948896623475,-0.0514320010192484
WDR93,0.116053912860918,0.200383710254668
RAC3,-0.0532764950316188,-1.10917060972922
NUP43,0.0965249374526462,0.36859754254590704
SIRT2,-0.035829359627815,-1.33920646885254
GTF2E2,0.0475274880760137,-0.20181608424289998
CBS,0.0903619547812607,-0.210784047732923
SYF2,0.0583245120583238,-4.26202681618753
OR8S1,-0.0410808867679312,-0.64210407727364
ZNF829,0.108528239163694,-0.54502194563426
TRMT1,0.121762478874365,-3.28358068792381
NTHL1,-0.0627370868647648,0.685533593146958
MBD1,-0.194264483478001,0.843363002162524
C21orf2,-0.0821468849656707,-2.04888075252926
FOXD4,-0.000210579428796673,0.158566633054394
TAB2,-0.0786657319370398,-2.45560025854188
RBM24,-0.0343313329159087,-1.79188434372985
KLHL38,0.126906855174855,-0.50729547471809
ACCS,-0.0365626124212304,-1.4960678725053898
GRB14,-0.0538527031039193,-1.80186855184615
COL11A1,-0.0349036841387938,-1.09655239176673
SLC33A1,-0.187244677828208,-0.641194459555496
P2RY14,-0.0609990873904257,-1.65403372642405
ZC2HC1A,-0.0889992474650975,-1.04443776961088
TDRD5,-0.101897642143281,-1.16192753409917
JRK,0.0491540670968915,0.317050796063855
CBFA2T3,0.123423491263143,-2.57874696651335
BICD2,-0.093047826287698,-2.54453852515421
MORN3,0.103048531436654,-0.561114663452714
MARK3,-0.180314061078323,-0.90983161338492
CCDC80,-0.0804289188223802,-1.09576596265309
LRRC4B,0.0945795606800733,-0.7903137217240269
METTL25,-0.0148984262339936,0.7471306631981101
ELAC2,0.172091946195339,0.27264934179787
PCMTD1,-0.105229664417685,0.317050796063855
ZNF546,0.103875079412555,0.395019917376117
GOLGA1,0.129332471074009,-1.1300202553694099
BLOC1S5,0.0691017234013967,-1.26494405219535
DCUN1D4,-0.110514743586397,-0.699159942782334
FES,0.0489811829956517,-4.671827667100231
CREB3L2,0.0604294276886431,0.45101739868717106
ADAM11,0.0635793831195233,-3.11412208080226
CLNS1A,0.0806016787231571,-0.133062636599899
LSMEM2,-0.0611461467426116,1.1151693069023703
PRR23C,0.000595844023403411,-1.8844818571224697
AGO4,0.0184099166755639,-0.145345029232888
PIR,-0.0112475432997601,-2.0952340232821296
AMZ1,-0.0145674924317539,-0.33067714569923
ORAOV1,0.0624220885581595,0.685533593146958
EIF2AK2,0.0106436720916709,-0.236506746206296
RECQL5,0.0623778285638324,0.18433747001535103
IDH1,0.0718560494421132,1.1928569811291598
ITGA3,-0.0442331672672869,-1.76216388523839
LRCH3,0.059805174067598,-2.3904244960642402
SEC11C,-0.00355938984072089,1.2091864505361398
RAB15,0.0782074688188633,-2.73282293761268
KDSR,0.0304328483141599,1.4363633294461202
KDM5D,0.0767379209401792,0.317050796063855
C1QTNF6,-0.0467177786439455,2.1447267103701297
ZBTB45,0.165490728998487,0.20813756029207398
PTRF,0.0760459637599066,-0.30491199537918895
BLCAP,-0.0588140723076184,-1.8776725272388601
ERVFRD-1,0.126272167280122,-0.7128595275590859
CHCHD1,-0.0311203824925177,-1.8543661345978701
SSRP1,-0.104516103325213,-1.85630721104247
RPUSD1,-0.0831440954159456,0.928247006732079
TADA1,-0.169703804172549,-0.0514320010192488
TTC8,0.265604530511866,2.12934108968882
GYPE,0.0566851718405536,-0.0514320010192488
UBR1,-0.146942232661572,0.527144884595589
PDE4A,0.107477801480188,-0.10694765721362
FCER2,0.0502907191329845,-0.0514320010192482
ZC3H11A,-0.0578600663540945,0.85703983047415
GNA12,-0.0774927189275585,-3.8266404954313904
ZNF750,0.0969871839562404,0.122449026768179
RPS15,-0.0761787466885973,-2.57663781384234
CYorf17,0.0933550421563622,-3.5108636196565497
GPATCH2L,-0.0562950513490113,-2.23069664900164
KCNIP3,0.0641769863482021,-1.2304306758166899
NFE2L3,-0.0528770440379291,2.19321796934516
TPGS1,0.0135174002836404,-0.385144331475814
IL36RN,0.0319246883300966,1.52630321348573
TEX35,0.0889612306771114,1.39660506555336
GOLGA5,-0.100542839029174,1.00630660769072
ASXL1,-0.1028966294562,-1.73400257449819
MIA3,0.0517250681326283,-2.0385225186272
MS4A6A,-0.0172805321664394,-1.99764090512127
LPIN1,0.00180614333536715,0.8117996005189828
SLC10A5,-0.0245749380716316,0.32652927222309996
SIMC1,-0.0925547363815693,-2.8587869230768503
PPP1R3D,-0.100281063381585,-0.0514320010192488
MTFR1,0.0339921186287484,-1.46011883996055
WDR4,0.00308295016523019,-0.0514320010192488
DSG4,-0.0798022263015798,-1.4551094620480503
FASTKD2,0.089270462183632,-1.62461713775096
INSL4,0.0621339695571617,-2.80283369896435
CTBS,0.0344015390468814,-1.08384935022638
NAALADL2,-0.109261550159672,-0.0882972272733846
YLPM1,0.141883981287586,0.36456409975674
MTNR1A,0.0859977691832573,-0.520216751510752
PUM1,-0.142327641545799,-2.043761727952
ERMP1,-0.0653249567629741,-1.8880809855828702
FKBP7,-0.0323629060677998,0.19937799727134
KCNE3,0.075915156001034,-0.0514320010192486
NT5C1A,0.0396204013179994,-1.0484267591673
SERPINA10,-0.0964924733632521,-2.34591421665858
TMEM43,-0.0461179482404485,-0.41991479810235205
TXNDC11,0.0664995763274292,-0.9332103684749771
SCN5A,0.123735591583269,-1.660643760586
AGO2,-0.0863099799456034,-1.89891688991131
S100A10,0.0880169602363644,-2.23251938561378
PRKCE,-0.125700421777983,-3.12440078316
EXOC6,-0.0758615358154354,-1.6363945017403998
SIPA1,0.0656198306563814,1.36795551248567
ZNF550,-0.0761005602604422,0.327483689995468
CRYAB,0.0391649368657709,-0.531660556958014
OC90,-0.0419967095551969,-1.9504101130469298
ADAM30,0.178315660295832,-1.27254316532179
SCN3B,-0.039997603637899,-0.583133049373723
TRERF1,0.0997320377283059,-2.8331774862284202
B3GNT6,0.0404673233736073,0.317050796063855
ODC1,0.139225846366583,2.0290639373169
DOK7,0.0184093372916595,-0.0514320010192492
ZNF235,0.0273350668408866,0.14988292220037
JARID2,0.0243344269576041,-0.6458587501076689
PPAT,0.0512479843326927,-3.6759228659270398
TBX18,0.0380346042277101,-1.4971082785208
RNF44,0.0434776505897639,-0.489914358170786
TRIM51,0.0667809118562913,-2.00873597185175
