120h_DMSO_rep1	120h_DMSO_rep2	120h_treated_rep1	120h_treated_rep2	6h_DMSO_rep1	6h_DMSO_rep2	6h_treated_rep1	6h_treated_rep2	72h_DMSO_rep1	72h_DMSO_rep2	72h_treated_rep1	72h_treated_rep2
DAC+SB.20.1-x1-0	0	0	0	1.06393285456257	0	0	0	0	0	0	0	0
DAC+SB.21.2-x1-0	16.6342744841473	19.4094398558927	17.9100923326535	21.2786570912515	23.0387193223109	18.253109623985	11.5950354197268	10.0272120837485	16.5861729116331	13.1851448233777	11.483685191109	20.808032879628
DAC+SB.21.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.21.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.23.2-x1-0	7.12897477892028	4.85235996397318	4.47752308316337	0	0	0	0	13.7874166151542	16.5861729116331	8.02574032727339	5.21985690504955	5.47579812621788
DAC+SB.23.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.26.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.26.2-x1-0	0	2.42617998198659	3.35814231237253	4.2557314182503	0	0	0	1.25340151046857	4.52350170317267	0	5.21985690504955	9.85643662719219
DAC+SB.27.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.9.1-x3-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.33.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.35.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.35.2-x1-0	0	1.21308999099329	5.59690385395422	3.19179856368772	5.75967983057773	3.04218493733084	3.86501180657561	1.88010226570285	3.01566780211511	2.86633583116907	0	0
DAC+SB.38.1-x1-0	2.37632492630676	4.85235996397318	2.23876154158169	2.12786570912515	2.87983991528886	4.05624658310779	1.28833726885854	1.25340151046857	6.785252554759	3.43960299740288	1.04397138100991	1.09515962524358
DAC+SB.39.1-x1-0	14.2579495578406	10.9178099189396	26.8651384989803	14.895059963876	21.5987993646665	9.12655481199252	12.8833726885854	13.16071585992	15.8322559611043	12.0386104909101	24.0113417632279	30.6644695068201
DAC+SB.41.1-x1-0	2.37632492630676	0	1.11938077079084	0	0	2.02812329155389	2.57667453771708	2.50680302093714	0.753916950528778	2.86633583116907	0	2.19031925048715
DAC+SB.43.1-x1-0	0	1.21308999099329	0	1.06393285456257	0	0	0	5.01360604187427	2.26175085158634	0	0	0
DAC+SB.44.1-x1-0	2.37632492630676	0	1.11938077079084	1.06393285456257	0	1.01406164577695	0	1.25340151046857	0.753916950528778	0	0	0
DAC+SB.46.1-x1-0	1.18816246315338	1.21308999099329	0	1.06393285456257	0	0	0	0	1.50783390105756	0.573267166233814	0	1.09515962524358
DAC+SB.46.2-x1-0	0	0	0	0	0	0	3.86501180657562	1.88010226570285	0	0	0	0
DAC+SB.47.1-x1-0	0	0	0	0	0	0	1.28833726885854	0	0	0	0	0
DAC+SB.47.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.48.1-x1-0	33.2685489682946	31.5403397658257	97.3861270588034	109.585084019945	37.4379188987552	25.3515411444237	20.6133963017366	36.9753445588228	36.1880136253814	24.650488148054	74.1219680517035	102.945004772896
DAC+SB.50.1-x1-0	3.56448738946014	6.06544995496647	10.0744269371176	3.19179856368772	1.43991995764443	3.04218493733084	3.86501180657561	3.7602045314057	1.50783390105756	2.29306866493525	2.08794276201982	16.4273943786536
DAC+SB.51.1-x1-0	68.9134228628961	40.0319697027787	47.0139923732154	62.7720384191919	33.1181590258219	56.787452163509	27.0550826460293	29.4549354960113	29.4027610706223	23.5039538155864	65.7701970036243	37.2354272582816
DAC+SB.51.2-x1-0	0	23.0487098288726	31.3426615821436	19.1507913821263	0	0	23.1900708394537	28.2015339855428	17.3400898621619	12.0386104909101	0	38.3305868835252
DAC+SB.52.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.52.1-x1-0	22.5750867999142	19.4094398558927	26.8651384989803	25.5343885095018	18.7189594493776	22.3093562070928	33.496768990322	20.6811249227314	27.8949271695648	32.1029613090936	11.483685191109	28.474150256333
DAC+SB.52.2-x1-0	3.56448738946014	9.70471992794636	0	2.12786570912515	7.19959978822216	2.02812329155389	0	0	0	4.0128701636367	10.4397138100991	0
DAC+SB.53.1-x1-0	17.8224369473007	19.4094398558927	23.5069961866077	20.2147242366889	10.079439703511	19.267171269762	9.01836088200977	15.0408181256228	16.5861729116331	12.0386104909101	12.5276565721189	47.0918638854738
DAC+SB.53.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.54.1-x1-0	0	0	0	1.06393285456257	1.43991995764443	0	0	0	0	0	0	0
DAC+SB.54.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.55.1-x1-0	0	0	1.11938077079084	1.06393285456257	0	0	0	0	0	0	0	0
DAC+SB.58.2-x1-0	0	1.21308999099329	4.47752308316337	1.06393285456257	5.75967983057773	0	0	1.88010226570285	0	0	4.17588552403964	1.09515962524358
DAC+SB.58.1-x1-0	20.1987618736075	27.9010697928458	30.2232808113528	21.2786570912515	18.7189594493776	20.2812329155389	16.748384495161	20.6811249227314	21.1096746148058	28.0900911454569	16.7035420961585	32.8547887573073
DAC+SB.61.1-x1-0	0	0	0	0	0	0	0	1.25340151046857	0	0	0	0
DAC+SB.62.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.62.3-x1-0	3.56448738946014	15.7701698829128	6.71628462474506	13.8311271093135	8.63951974586659	7.09843152043863	6.44168634429269	5.64030679710856	3.01566780211511	7.45247316103958	8.35177104807928	3.28547887573073
DAC+SB.62.1-x1-0	21.3869243367608	30.3272497748324	51.4915154563788	23.4065228003766	11.5193596611555	20.2812329155389	15.4600472263025	30.0816362512456	9.80092035687412	15.478213488313	28.1872272872676	64.614417889371
DAC+SB.64.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.64.2-x1-0	9.50529970522704	0	19.0294731034443	10.6393285456257	10.079439703511	0	2.57667453771708	6.89370830757713	3.76958475264389	2.29306866493525	10.4397138100991	10.9515962524358
DAC+SB.66.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.66.2-x1-0	7.12897477892028	7.27853994595977	0	0	2.87983991528886	0	14.1717099574439	6.89370830757713	7.53916950528778	0	21.9233990012081	0
DAC+SB.66.3-x1-0	0	0	0	0	0	2.02812329155389	0	0	0	0.573267166233814	0	0
DAC+SB.66.4-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.66.5-x1-0	0	0	4.47752308316338	7.44752998193802	0	0	0	0	0	0	0	0
STRG.19.1-x3-0	0	0	21.268234645026	30.8540527823146	0	6.08436987466168	0	0	0	4.58613732987051	0	49.2821831359609
DAC+SB.67.8-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.67.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.67.7-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.20.6-x3-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.67.9-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.20.5-x3-0	0	0	0	2.12786570912515	0	2.02812329155389	0	0	1.50783390105756	4.0128701636367	0	0
DAC.10.1-x2-0	0	0	4.47752308316338	0	0	0	0	0	0	0	0	0
DAC+SB.67.2-x1-0	1.18816246315338	4.85235996397318	0	6.38359712737545	7.19959978822216	4.05624658310779	16.748384495161	11.9073143494514	8.29308645581656	10.3188089922086	11.483685191109	5.47579812621788
DAC+SB.67.6-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.67.4-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.67.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.20.2-x3-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.67.5-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.20.1-x3-0	0	1.21308999099329	14.551950020281	5.31966427281287	0	0	0	0	0	0.573267166233814	12.5276565721189	24.0935117553587
DAC+SB.68.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.21.1-x3-0	0	0	0	0	0	0	0	102.152223103188	0	1.71980149870144	0	522.391141241186
STRG.22.1-x3-0	289.911641009425	208.651478450847	180.220304097326	202.147242366889	217.427913604309	181.517034594073	182.943892177912	170.462605423725	148.521639254169	171.980149870144	221.321932774101	209.175488421523
DAC+SB.71.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.71.2-x1-0	32.0803865051413	30.3272497748324	62.6853231642873	64.899904128317	47.5173586022662	30.4218493733084	25.7667453771708	32.5884392721828	35.4340966748526	35.5425643064965	55.3304831935252	48.1870235107174
DAC+SB.70.1-x1-0	5.9408123157669	7.27853994595977	14.551950020281	10.6393285456257	7.19959978822216	11.1546781035464	6.44168634429269	15.0408181256228	15.0783390105756	12.0386104909101	11.483685191109	20.808032879628
DAC+SB.72.1-x1-0	1.18816246315338	8.49162993695306	2.23876154158169	2.12786570912515	4.31975987293329	1.01406164577695	0	4.38690528663999	1.50783390105756	0.573267166233814	3.13191414302973	5.47579812621788
DAC+SB.74.3-x1-0	0	0	0	0	0	0	0	248.800199828011	0	0	0	2006.33243344623
STRG.23.1-x3-0	174.659882083547	260.814348063558	312.307235050645	213.850503767077	223.187593434887	285.965384109099	215.152323899376	196.157336388331	157.568642660515	261.409827802619	218.190018631071	0
DAC+SB.74.1-x1-0	5.9408123157669	3.63926997297988	10.0744269371176	11.7032614001883	2.87983991528886	6.08436987466168	3.86501180657561	6.89370830757712	8.29308645581656	5.73267166233814	3.13191414302973	1.09515962524358
DAC+SB.74.2-x1-0	2.37632492630676	0	0	4.2557314182503	2.87983991528886	4.05624658310779	1.28833726885854	1.88010226570285	5.27741865370145	2.29306866493525	3.13191414302973	3.28547887573073
STRG.24.1-x3-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.75.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.75.2-x1-0	0	0	0	2.12786570912515	7.19959978822216	0	0	0	0	1.71980149870144	0	0
STRG.25.1-x3-0	13.0697870946872	27.9010697928458	30.2232808113528	35.109784200565	10.079439703511	11.1546781035464	15.4600472263025	21.3078256779657	19.6018407137482	19.4910836519497	17.7475134771685	62.4240986388839
DAC+SB.77.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.77.2-x1-0	0	0	0	0	0	0	0	0.626700755234284	0	0	0	0
DAC+SB.78.1-x1-0	0	0	2.23876154158169	0	0	0	1.28833726885854	0	0	0	1.04397138100991	1.09515962524358
DAC+SB.83.1-x1-0	0	0	0	1.06393285456257	1.43991995764443	2.02812329155389	1.28833726885854	0	0.753916950528778	1.14653433246763	2.08794276201982	0
DAC+SB.84.1-x1-0	13.0697870946872	7.27853994595977	30.2232808113528	30.8540527823147	8.63951974586659	6.08436987466168	7.73002361315123	12.5340151046857	9.80092035687412	3.43960299740288	30.2751700492874	19.7128732543844
DAC+SB.84.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.85.1-x1-0	9.50529970522704	4.85235996397318	4.47752308316338	9.57539569106317	0	11.1546781035464	9.01836088200977	5.01360604187427	7.53916950528778	4.0128701636367	16.7035420961585	4.38063850097431
DAC+SB.88.1-x1-0	74.854235178663	57.0152295766848	110.818696308294	17.0229256730012	43.1975987293329	31.4359110190853	38.6501180657561	55.149666460617	33.926262773795	36.6890986389641	67.8581397656441	77.7563333922939
DAC+SB.88.2-x1-0	0	0	0	74.4752998193802	0	0	0	0	0	0	0	95.2788873961912
DAC+SB.92.1-x1-0	2.37632492630676	0	3.35814231237253	1.06393285456257	1.43991995764443	1.01406164577695	2.57667453771708	0	0	0	3.13191414302973	4.38063850097431
DAC+SB.93.1-x1-0	9.50529970522704	2.42617998198659	7.83566539553591	8.51146283650059	15.8391195340887	6.08436987466168	0	8.77381057327998	3.76958475264389	8.02574032727339	10.4397138100991	2.19031925048715
DAC+SB.94.2-x1-0	0	0	6.71628462474506	6.38359712737544	0	0	0	0	3.01566780211511	0	0	2.19031925048715
DAC+SB.94.1-x1-0	0	2.42617998198659	0	0	0	1.01406164577695	0	0	0	0	3.13191414302973	4.38063850097431
DAC+SB.95.1-x1-0	8.31713724207366	0	7.83566539553591	6.38359712737545	4.31975987293329	11.1546781035464	2.57667453771708	6.89370830757713	8.29308645581656	7.45247316103958	9.39574242908918	15.3322347534101
DAC+SB.95.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.100.1-x1-0	19.0105994104541	9.70471992794636	24.6263769573986	13.8311271093135	17.2790394917332	15.2109246866542	19.3250590328781	25.0680302093714	12.8165881589892	16.6247478207806	22.967370382218	28.474150256333
DAC+SB.101.1-x1-0	45.1501735998285	57.0152295766848	99.6248886003851	90.4342926378188	25.9185592375998	40.5624658310779	42.5151298723318	49.5093596635084	37.6958475264389	33.822762807795	67.8581397656441	139.085272405934
DAC+SB.103.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.103.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.32.1-x3-0	0	0	63.8047039350781	103.20148689257	48.9572785599107	0	0	23.1879279436685	0	0	70.9900539086738	156.607826409831
STRG.32.2-x3-0	0	0	20.1488538742352	0	0	22.3093562070928	0	0	0	0	0	0
DAC+SB.103.1-x1-0	34.456711431448	65.5068595136379	38.0589462068887	18.0868585275638	0	6.08436987466168	43.8034671411903	15.6675188808571	27.8949271695648	25.7970224805216	13.5716279531288	0
DAC+SB.104.1-x1-0	1.18816246315338	0	0	1.06393285456257	0	1.01406164577695	0	0	0	0	2.08794276201982	0
DAC+SB.105.1-x1-0	7.12897477892028	7.27853994595977	94.0279847464309	135.119472529447	2.87983991528886	9.12655481199252	9.01836088200977	8.14710981804569	9.04700340634534	4.0128701636367	55.3304831935252	74.4708545165632
DAC+SB.106.1-x1-0	2.37632492630676	6.06544995496647	11.1938077079084	9.57539569106317	7.19959978822216	4.05624658310779	7.73002361315123	6.26700755234284	4.52350170317267	3.43960299740288	7.30779966706936	14.2370751281665
DAC+SB.108.1-x1-0	0	0	2.23876154158169	0	0	0	0	0	0	0	0	0
DAC+SB.108.2-x1-0	2.37632492630676	0	0	2.12786570912515	0	2.02812329155389	0	0	0	0	0	0
DAC+SB.110.1-x1-0	0	0	12.3131884786993	10.6393285456257	0	0	0	7.52040906281141	6.78525255475901	0	0	26.2838310058458
STRG.34.1-x3-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.110.3-x1-0	0	0	0	24.4704556549392	5.75967983057773	10.1406164577695	0	15.6675188808571	0	0	0	0
DAC+SB.110.2-x1-0	20.1987618736075	20.622529846886	22.3876154158169	27.6622542186269	2.87983991528886	19.267171269762	14.1717099574439	6.89370830757713	10.5548373074029	15.478213488313	37.5829697163567	14.2370751281665
DAC+SB.112.1-x1-0	5.9408123157669	7.27853994595977	7.83566539553591	9.57539569106317	4.31975987293329	6.08436987466168	3.86501180657562	2.50680302093714	3.76958475264389	2.86633583116907	4.17588552403964	1.09515962524358
DAC+SB.118.1-x1-0	2.37632492630676	10.9178099189396	8.95504616632675	14.895059963876	10.079439703511	7.09843152043863	10.3066981508683	7.52040906281141	3.76958475264389	5.73267166233814	5.21985690504955	15.3322347534101
DAC+SB.119.1-x1-0	3.56448738946014	6.06544995496647	34.7008038945162	29.7901199277521	8.63951974586659	5.07030822888473	3.86501180657561	3.7602045314057	0	3.43960299740288	11.483685191109	45.9967042602302
DAC+SB.120.1-x1-0	8.31713724207366	15.7701698829128	133.20631172411	120.224412565571	7.19959978822216	12.1687397493234	11.5950354197268	10.6539128389828	18.0940068126907	8.59900749350721	61.5943114795846	256.267352306997
DAC+SB.121.1-x1-0	2.37632492630676	2.42617998198659	14.551950020281	20.2147242366889	4.31975987293329	6.08436987466168	9.01836088200977	9.40051132851426	3.01566780211511	7.45247316103958	3.13191414302973	17.5225540038972
DAC+SB.122.2-x1-0	0	0	8.95504616632675	21.2786570912515	1.43991995764443	0	0	0	3.01566780211511	0	9.39574242908918	0
DAC+SB.122.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.122.1-x1-0	5.9408123157669	4.85235996397318	0	0	0	4.05624658310779	3.86501180657562	4.38690528663999	0	2.29306866493525	0	20.808032879628
DAC+SB.123.6-x1-0	1.18816246315338	1.21308999099329	0	0	0	1.01406164577695	0	0	0	0	1.04397138100991	0
DAC+SB.123.2-x1-0	0	8.49162993695306	0	6.38359712737544	15.8391195340887	7.09843152043863	6.44168634429269	4.38690528663999	9.04700340634534	10.3188089922086	12.5276565721189	4.38063850097431
DAC+SB.123.3-x1-0	13.0697870946872	15.7701698829128	27.9845192697711	31.9179856368772	12.9592796187999	12.1687397493234	7.73002361315123	15.0408181256228	12.0626712084605	13.1851448233777	20.8794276201982	50.3773427612045
DAC+SB.123.5-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.123.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.123.4-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.35.1-x3-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.126.1-x1-0	1.18816246315338	0	13.4325692494901	17.0229256730012	0	0	0	2.50680302093714	0	0.573267166233814	8.35177104807927	10.9515962524358
DAC+SB.126.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.128.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.128.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.128.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.129.1-x1-0	0	0	1.11938077079084	2.12786570912515	0	0	0	0.626700755234284	0	0	0	0
DAC+SB.129.2-x1-0	0	0	0	0	0	0	0	0	0	0.573267166233814	0	1.09515962524358
DAC+SB.129.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.129.4-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.129.5-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.130.1-x1-0	0	2.42617998198659	8.95504616632675	17.0229256730012	0	0	0	1.25340151046857	1.50783390105756	1.71980149870144	1.04397138100991	7.66611737670504
DAC+SB.135.1-x1-0	0	0	12.3131884786993	0	0	0	0	0	0	0	0	0
DAC.20.1-x2-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.137.1-x1-0	0	0	25.7457577281894	20.2147242366889	0	0	1.28833726885854	0.626700755234284	0.753916950528778	3.43960299740288	4.17588552403964	25.1886713806023
DAC+SB.137.3-x1-0	0	4.85235996397318	0	0	0	0	0	0	0	0	0	0
DAC+SB.137.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.138.1-x1-0	8.31713724207366	9.70471992794636	22.3876154158169	9.57539569106317	10.079439703511	3.04218493733084	7.73002361315123	6.26700755234284	5.27741865370145	4.58613732987051	9.39574242908918	41.6160657592559
DAC+SB.138.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.140.1-x1-0	0	0	0	0	0	0	0	0	3.01566780211511	0	0	0
DAC+SB.140.2-x1-0	5.9408123157669	2.42617998198659	6.71628462474506	6.38359712737545	8.63951974586659	6.08436987466168	3.86501180657562	3.7602045314057	3.76958475264389	10.3188089922086	2.08794276201982	3.28547887573073
DAC+SB.140.4-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.140.3-x1-0	0	4.85235996397318	1.11938077079084	4.2557314182503	1.43991995764443	1.01406164577695	2.57667453771708	3.13350377617142	2.26175085158633	2.86633583116907	1.04397138100991	1.09515962524358
DAC+SB.142.1-x1-0	2.37632492630676	3.63926997297988	11.1938077079084	13.8311271093135	11.5193596611555	10.1406164577695	6.44168634429269	2.50680302093714	9.04700340634534	8.02574032727339	10.4397138100991	4.38063850097431
DAC+SB.145.1-x1-0	0	1.21308999099329	2.23876154158169	4.2557314182503	1.43991995764443	1.01406164577695	1.28833726885854	0	0	1.14653433246763	1.04397138100991	0
DAC+SB.146.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.146.3-x1-0	179.41253193616	101.899559243437	241.786246490822	203.211175221452	0	43.6046507684087	0	0	0	71.6583957792267	0	0
DAC+SB.146.4-x1-0	0	95.8341092884703	0	0	110.873836738621	163.263924970088	211.2873120928	199.290840164502	195.264490186954	96.3088839272807	193.134705486833	183.986817040921
DAC+SB.146.5-x1-0	10.6934621683804	3.63926997297988	15.6713307910718	15.9589928184386	54.7169583904884	3.04218493733084	18.0367217640195	8.77381057327998	6.03133560423023	16.6247478207806	8.35177104807927	9.85643662719219
DAC+SB.146.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.147.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.147.1-x1-0	32.0803865051413	4.85235996397318	21.268234645026	23.4065228003766	28.7983991528886	11.1546781035464	9.01836088200977	15.0408181256228	9.80092035687412	20.0643508181835	21.9233990012081	39.4257465087688
DAC+SB.147.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.147.4-x1-0	0	0	0	0	4.31975987293329	0	5.15334907543415	2.50680302093714	2.26175085158634	2.29306866493525	3.13191414302973	4.38063850097431
DAC+SB.149.2-x1-0	3.56448738946014	8.49162993695306	13.4325692494901	9.57539569106317	11.5193596611555	17.2390479782081	6.44168634429269	13.7874166151543	9.80092035687412	12.6118776571439	12.5276565721189	15.3322347534101
DAC+SB.149.1-x1-0	0	0	0	2.12786570912515	0	0	0	0	0	0	0	0
DAC+SB.150.1-x1-0	10.6934621683804	4.85235996397318	24.6263769573986	28.7261870731895	8.63951974586659	0	9.01836088200977	18.1743219017942	6.785252554759	9.17227465974102	19.8354562391883	84.3272911437554
DAC+SB.150.2-x1-0	13.0697870946872	10.9178099189396	0	19.1507913821263	0	13.1828013951003	3.86501180657561	5.64030679710856	4.52350170317267	2.86633583116907	6.26382828605946	5.47579812621788
DAC+SB.150.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.155.2-x1-0	0	9.70471992794636	5.59690385395422	3.19179856368772	0	2.02812329155389	2.57667453771708	1.88010226570285	0	1.71980149870144	2.08794276201982	4.38063850097431
DAC+SB.155.1-x1-0	0	0	0	0	1.43991995764443	0	0	0	0	0	0	0
DAC+SB.157.1-x1-0	1.18816246315338	2.42617998198659	0	6.38359712737545	1.43991995764443	0	1.28833726885854	0	0	0	2.08794276201982	17.5225540038972
DAC+SB.157.2-x1-0	0	0	4.47752308316338	2.12786570912515	0	1.01406164577695	0	0	0	1.14653433246763	0	0
DAC+SB.158.2-x1-0	2.37632492630676	1.21308999099329	7.83566539553591	6.38359712737545	1.43991995764443	1.01406164577695	0	3.7602045314057	0	2.86633583116907	1.04397138100991	5.47579812621788
DAC+SB.160.1-x1-0	0	1.21308999099329	10.0744269371176	5.31966427281287	1.43991995764443	2.02812329155389	0	0.626700755234284	0	1.71980149870144	4.17588552403964	0
DAC+SB.162.1-x1-0	0	0	1.11938077079084	0	0	0	1.28833726885854	0	0	0	0	0
DAC+SB.164.1-x1-0	4.75264985261352	3.63926997297988	6.71628462474506	3.19179856368772	4.31975987293329	1.01406164577695	1.28833726885854	2.50680302093714	3.76958475264389	1.14653433246763	4.17588552403964	5.47579812621788
DAC+SB.165.1-x1-0	1.18816246315338	0	0	0	0	0	0	0.626700755234284	1.50783390105756	0	0	2.19031925048715
DAC+SB.166.1-x1-0	0	2.42617998198659	0	0	0	0	1.28833726885854	0	0	0	2.08794276201982	0
DAC+SB.166.2-x1-0	0	0	1.11938077079084	3.19179856368772	0	0	0	0	0.753916950528778	1.71980149870144	1.04397138100991	0
DAC+SB.167.1-x1-0	0	0	2.23876154158169	1.06393285456257	2.87983991528886	1.01406164577695	0	2.50680302093714	2.26175085158633	0	3.13191414302973	4.38063850097431
DAC+SB.168.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.22.2-x2-0	1.18816246315338	0	0	0	1.43991995764443	0	0	0.626700755234284	0	1.14653433246763	0	0
DAC.22.1-x2-0	0	0	2.23876154158169	0	0	0	1.28833726885854	3.13350377617142	0	0	1.04397138100991	0
DAC+SB.169.2-x1-0	0	0	4.47752308316338	7.44752998193802	0	1.01406164577695	0	0	0.753916950528778	1.14653433246763	2.08794276201982	3.28547887573073
uc011clv.1-x0-0	1825.01754340359	2095.00641444542	1299.60107488817	1276.71942547509	1925.17298337061	1896.29527760289	1950.54262505183	2190.31913954382	2055.93152409198	1969.17271601315	1599.36415570718	2092.85004384047
uc003jaq.4-x0-0	165.15458237832	200.159848513894	144.400119432019	140.43913680226	218.867833561954	163.263924970088	222.882347512527	198.037438654034	232.960337713392	208.095981342874	149.287907484417	71.1853756408325
uc021xvu.1-x0-0	318.427540125106	251.109628135612	174.623400243372	154.270263911573	250.546072630131	260.613842964675	307.912607257191	243.786593786137	252.562178427141	311.284071264961	207.750304820972	122.657878027281
